title,meal,location,season,speciality,url,text,pubdate,author,veg,vegan,GF
Then place dish in a water bath and bake 400F for an hour or top is golden and set.
Remove dish from water bath and cool on rack.

Make sauce:
Melt butter in saucepan, whisk in sugar and cream and whiskey .
Simmer low until sauce thickens.
Pour sauce over individual pudding portions",,http://allrecipes.com/Recipe/Bread-Pudding-II/    http://www.grouprecipes.com/112123/irish-bread-pudding-with-whiskey-sauce.html,yes,no,no

Carrot Cake with Olive Oil and Apple Cider,Dessert,Wisconsin,spring,No,,"2 1/3 cups (290 grams) all-purpose flour
3/4 teaspoon (5 grams) table or fine sea salt
2 teaspoons (10 grams) baking powder (I prefer aluminum-free)
1 1/4 teaspoon ground cinnamon
1/4 teaspoon ground or a bunch of gratings of whole nutmeg
1/8 teaspoon ground cloves
1/2 cup (120 ml) olive oil
3/4 cup (145 grams) dark brown sugar
2 large eggs
1 cup cider (235 ml, see buying suggestions below)
1 teaspoon (5 ml) vanilla extract
1 1/2 cups packed coarsely grated carrots from about 9 ounces (2 to 2 1/2 meaty/large or 4 to 5 slim; about 255 grams) whole carrots
Olive oil or nonstick cooking spray for baking pan

Heat oven to 350 degrees. Coat a 9_5-inch loaf pan with olive oil or a nonstick cooking spray. If yours is old and you’re nervous about the cake sticking, it cannot hurt to line yours with a fitted rectangle of parchment paper.

In a large bowl, whisk together flour, salt, baking powder, cinnamon, nutmeg and cloves. In a medium bowl, whisk together olive oil, brown sugar, eggs, cider and vanilla. Stir grated carrots into wet ingredients until evenly coated, then stir wet ingredients into dry just until no floury bits remain.

Pour into prepared pan and bake for 60 to 70 minutes, until a skewer inserted into the center comes out batter-free. Let cool in loaf pan for 20 to 30 minutes, then remove from pan and cool the rest of the way on a rack. Loaf should keep at room temperature for a few days, and longer in the fridge. It’s even more moist on the second day.

Whatever you do, definitely avoid making a cream cheese frosting-like spread whipped together from 4 ounces of softened cream cheese, 2 tablespoons softened unsalted butter, 1/2 teaspoon vanilla extra and 6 tablespoons powdered sugar, some of which can be replaced with honey or maple syrup but will make for a softer spread. It will unquestionably compromise this cake’s dairy-free status. It might be dangerously good.",,http://smittenkitchen.com/blog/2014/10/carrot-cake-with-cider-and-olive-oil/,yes,no,no

Berry Medley Oatmeal Bars,Dessert,Wisconsin,spring,No,,"3/4 cup blueberries
3/4 cup blackberries
3/4 cup sliced strawberries
2 tablespoons sugar
2 teaspoons cornstarch
3/4 cup whole wheat pastry flour
3/4 cup old fashioned oats
1/2 cup brown sugar
1/2 teaspoon baking powder Pinch of salt
1 large egg, beaten
1 teaspoon vanilla extract
1/2 cup (1 stick) unsalted butter, cut into cubes
1 tablespoon turbinado sugar

Preheat oven to 375 degrees F. Lightly coat an 8_8 baking dish with nonstick spray.
In a small bowl, combine berries, sugar and cornstarch; set aside.
In a large bowl, combine flour, oats, brown sugar, baking powder and salt. Add egg, vanilla and cold butter, using your fingers to work the butter into the dry ingredients until it resembles coarse crumbs.
Spread 2/3 of the batter into the prepared baking dish. Spread berry mixture evenly over the bottom layer. Sprinkle with remaining 1/3 of the batter and turbinado sugar.
Place into oven and bake until lightly browned, about 25-30 minutes. Let cool slightly before cutting into bars.",,http://damndelicious.net/2013/05/10/berry-medley-oatmeal-crumb-bars/,yes,no,no

Apple Ginger Muffins,Dessert,Wisconsin,spring,No,,"1 cup (120 grams) whole wheat flour
1 cup (130 grams) all-purpose flour
1 teaspoon baking powder
1 teaspoon baking soda
1/4 teaspoon salt
1 tablespoon cinnamon
1/2 cup (115 grams) unsalted butter, at room temperature
1/2 cup (100 grams) granulated sugar
1/2 cup (95 grams) dark brown sugar, packed, divided
1 large egg, lightly beaten
1 cup buttermilk (235 ml) or yogurt (230 grams)
2 large apples, peeled, cored, and coarsely chopped

Preheat the oven to 450°F. Grease and flour 18 muffin cups and set aside.

Mix together the flours, baking powder, baking soda, salt, and cinnamon, and set aside. In a separate bowl, cream the butter and add the granulated sugar and 1/4 cup of the brown sugar. Beat until fluffy. Add the egg and mix well; stop once to scrape the sides and bottom of the bowl.Mix in the buttermilk gently. (If you over-mix, the buttermilk will cause the mixture to curdle.) Stir in the dry ingredients and fold in the apple chunks.

Divide the batter evenly among the prepared muffin cups, sprinkling the remaining 1/4 cup brown sugar on top. Bake for 10 minutes, turn the heat down to 400°F, and bake for an additional 5 to 10 minutes, or until a toothpick inserted into the center of a muffin comes out clean. Cool the muffins for 5 minutes in the tin, then turn them out onto a wire rack to cool completely.",,http://smittenkitchen.com/blog/2008/04/whole-wheat-apple-muffins/,yes,no,no

Coffee Flavored Corn Cookies,Dessert,Wisconsin,spring,No,,"1 pound leaf lard or vegetable shortening
1 1/2 cups sugar
2 eggs
2 cups masa harina
1 cup all-purpose flour
3/4 cups freshly brewed coffee 

Beat the lard with a wooden spoon or in a mixer using the paddle attachment until smooth. Add the sugar and mix until light and fluffy. Add the eggs, one at a time, then add one-third of the flour. Add about one third of the coffee and continue alternating the flour and coffee in two more batches until incorporated. Scrape down the sides as necessary and beat until thoroughly combined. Turn out onto a lightly floured surface and knead until a smooth and uniform dough is formed.

With your hands, roll out pieces about 5 inches wide and 1/2 inch thick, starting in the center and rolling outward so that they are evenly thick. Connect one end of each piece to the other, making a ring, and place on a parchment-lined baking sheet, about 1 inch apart. Refrigerate until firm, about 10 minutes. 

Preheat the oven to 350°F. Bake the cookies for 12 to 15 minutes, or until golden, and allow to cool on the baking sheet. ",,http://www.seriouseats.com/recipes/2010/12/coffee-flavored-corn-cookies-recipe.html,no,no,no

Blueberry Gingerbread,Dessert,Wisconsin,spring,No,,"From: Cooking Down East: Favorite Maine Recipes, Marjorie Standish (with Melissa Kelly), 1968 (2010), p. 163.

_ cup shortening
_ tsp salt
1 cup sugar
1 egg
2 cups flour
_ tsp iner
1 tsp cinnamon
1 tsp baking soda
3 tbsp molasses
1 cup sour milk or buttermilk
1 cup Maine blueberries
3 tbsp sugar

Preheat to 350F. Cream shortening. Add salt. Add sugar, gradually. Add unbeaten egg and beat mixture until liht and creamy.

Sift and measure flour. Sift with giner and cinnamon.

Measure soda into buttermilk or sour milk. (If you do not have either and want to •sourê milk, then use 1 cup sweet milk and add 2 tbsp vinegar to this.) Stir soda to dissolve in sour milk.

Add sifted dry ingredients and sour milk alternately to creamed mixture. Add 3 tbsp molasses. 

Add blueberries. Use a greased and floured 9 by 9 inch pan. Turn batter into pan. Sprinkle 3 tbsp sugar over top of batter. Bake for 50 to 60 minutes.",,Cookng Down East,Yes,no,no

Rhubarb Cake,Dessert,Wisconsin,spring,Yes,,"From: The Flavor of Wisconsin: An Informal History of Food and Eating in the Badger State, Harva Hachten and Terese Allen, 2009, p. 301.

1 cup shortening
1 _ cups brown sugar
1 egg
1 cup sour milk or buttermilk
1 tsp baking soda, divided
2 cups flour
1 tsp vanilla
1 _ cups finely cut raw rhubarb
_ cup sugar
1 _ tsp cinnamon
Whipped cream
Additional cinnamon and sugar

Cream shortening and brown sugar; beat in egg. Stir _ tsp of the baking soda into the milk or buttermilk and add to shortening mixture. Combine flour and remaining bakin soda and mix into batter with vanilla. Fold in rhubarb. Pour into a butter 9x13 inch pan. Sprinkle with sugar and cinnamon. Bake at 350F for 40 minutes.

Serve topped with whipped cream and sprinkle with additional cinnamon and sugar.",,Flavors of WI,Yes,no,no

Chocolate Pudding,Dessert,Wisconsin,spring,No,,"_ cup Cocoa Powder
_ cup Sugar (white or brown)
2 tablespoons Corn Starch
1 pinch Salt
2 cups Milk
1 Egg
_ cup Chocolate Chips
1 teaspoon Vanilla Extract

1.  In a medium to large sized pot combine 1/2 cup Cocoa Powder, 1/2 cup Sugar, 2 tablespoons Corn Starch and 1 pinch Salt.
2. Crack the egg into a bowl and whisk well. Set aside for now.
3. Turn the burner onto medium heat and place the pot with the dry ingredients onto the heat. Immediately whisk in the 2 cups of Milk
4. Continue to whisk swiftly for about 2 minutes or until it is a bit warm.
5. Whisk in the egg.
6. Keep whisking for a couple minutes as it thickens. If it starts to stick to the bottom at all turn the heat down slightly. Once it starts boiling slightly, give it approximately another half minute and keep it moving so it doesn’t burn.
7. Take the pot off of the heat and add the _ cup Chocolate Chips. Mix well.
8. Add 1 teaspoon Vanilla Extract and combine well.
9. Pour into serving dishes and chill for about 2 hours or eat warm.",,http://thecookinggeek.com/chocolate-pudding/,Yes,No,yes

Rhubarb Barley Butterscotch Cookies,Dessert,Wisconsin,spring,No,,"1/2 c butter, softened
3/4 c brown sugar, firmly packed
1/2 c sugar
2 large eggs
1 1/2 tsp pure vanilla extract
1 3/4 c flour
1 tsp cinnamon
1/2 tsp freshly grated nutmeg
1 tsp baking soda
1 tsp salt
3 c old fashioned oats [we used barley]
3 c rhubarb, finely chopped 
1 c white chocolate chips
3/4 c walnuts, chopped (kill Eric version)

Preheat oven to 375 degrees. In a large bowl beat butter, white & brown sugars together until creamy. Add eggs and vanilla and blend.
In a separate bowl sift together and blend well your flour, baking soda, cinnamon, nutmeg and salt. Now add to your wet ingredients and blend till smooth.
Add in your 3 cups of oatmeal and rhubarb and stir with a wooden spoon till well combined. Then, add your white chocolate chips and stir well.
Line a baking sheet with parchment paper and drop cookies by large spoonful onto paper. Cook for 9 - 12 minutes....check your first batch to find the right timing. Mine were done at about 11 minutes.
I left one batch in for over 12 minutes and they were brown but not burnt as you can see. I prefer the white chips not to brown. They look so pretty with the pink rhubarb.",,http://www.justapinch.com/recipes/dessert/cookies/rhubarb-oatmeal-cookies.html,Yes,no,no

Straw barb pie,Dessert,Wisconsin,summer,No,,,,0,,,

shortbread w/ rhubarb applesauce,Dessert,Wisconsin,summer,No,,,,0,,,

lambic ice cream float,Dessert,Wisconsin,summer,No,,,,#N/A,,,

tapioca,Dessert,Wisconsin,summer,No,,,,0,,,

carrot juice ice cream,Dessert,Wisconsin,summer,No,,,,0,,,

Rhubarb Ice Cream,Dessert,Wisconsin,summer,No,,"3 cups sliced fresh rhubarb
2 cups sugar
1 teaspoon lemon juice
1 cup heavy whipping cream

Preheat oven to 375°. In an ungreased 13x9-in. baking dish, combine rhubarb and sugar; toss to combine. Bake, covered, 30-40 minutes or until tender, stirring occasionally. Cool slightly.
Place rhubarb mixture in a blender; cover and process until pureed. Transfer to a bowl; refrigerate, covered, until cold.
Stir lemon juice into rhubarb. In a small bowl, beat cream until stiff peaks form; fold into rhubarb mixture. Transfer to a shallow 1-qt. freezer container. Freeze 1 hour, stirring every 15 minutes. Freeze, covered, overnight or until firm. Yield: about 2-3/4 cups.",,http://www.tasteofhome.com/recipes/refreshing-rhubarb-ice-cream,Yes,no,Yes

Mint Chocolate Chip Ice Cream,Dessert,Wisconsin,summer,No,,"2 cups heavy cream
1 cup whole milk
2 cups packed fresh mint leaves
2 large eggs
3/4 cup sugar
3 ounces fine-quality bittersweet chocolate (not unsweetened)

In a blender blend cream, milk, and mint until mint is finely chopped. In a saucepan bring cream mixture just to a boil and cool 15 minutes. Whisk in eggs and sugar and cook over moderate heat, stirring constantly, until slightly thickened and a thermometer registers 170°F. (Do not let custard boil or it will curdle.) Pour custard through a fine sieve into a bowl. Chill custard, its surface covered with plastic wrap, until cold, at least 3 hours, and up to 1 day. Chop chocolate. Freeze custard in an ice-cream maker. Transfer ice cream to an airtight container and stir in chocolate. Put ice cream in freezer to harden.",,http://www.epicurious.com/recipes/food/views/fresh-mint-chocolate-chip-ice-cream-15245,Yes,no,Yes

coffee ic,Dessert,Wisconsin,summer,No,,,,0,,,

lime basil sorbet,Dessert,Wisconsin,summer,No,,,,0,,,

cold cuke soup,Dessert,Wisconsin,summer,No,,,,http://www.foodnetwork.com/recipes/emeril-lagasse/cold-cucumber-soup-recipe.html,,,

johnny cakes w/ maple syrup,Breakfast,Kentucky,fall,No,,"From: The Kentucky Housewife, Lettice Bryan, 1839, p. 315

cornmeal
lukewarm water or buttermilk
butter
salt
maple syrup

Make a thin dough of sifted Indian meal [corn meal] and lukewarm water or sweet milk (buttermilk), adding a teaspoonful of salt, and a large spoonful of butter to each quart of meal. Work it well, as Indian meal, in whatever way it is prepared, should be worked thoroughly. Having ready a piece of board planed smooth, wet it with water, and put on a cake of the dough about three quarters of an inch thick, make it smooth and even round the edges, brush it over with sweet cream, and brown it lightly before a clear fire, propping it on one edge by setting something behind it, to support it. Then run the blade of a knife or a sewing thread between the bread and board, to loose it turn it over, brown the other side in the same manner, first moistening it with sweet cream, and then cut it across in small cakes, split them, lay a slice of firm butter on one half of each piece, put them together again, and send them immediately to the table.

Translation: get some corn meal (maybe a couple of cups), and mix it with some water or buttermilk, as well as some melted butter, till you get a moist but not sticky dough. Now work that dough! Grab some of the dough, enough to make a patty three quarters of an inch thick (think biscuit size, maybe smaller), smooth it out, brush some of the buttermilk on it, and put it on a hot griddle. The recipe is having you make all the dough at once, but you should just make one patty or cake at a time, like you would pancakes. Brown them, take em off the griddle, and butter them up! Donêt forget to serve it with a sweet topping. We like maple syrup. But really, this recipe can be as simple as frying (in butter) a dough made from corn meal, water, and salt.
",,#N/A,,,

corn mush with apples,Breakfast,Kentucky,fall,No,,"From: The Kentucky Housewife, Lettice Bryan, 1839, p. 316

cornmeal
water
apples

Like many other of our receipts, the process of making mush is quite plain and simple, yet it is often badly prepared and to the inexperienced some instructions are necessary. Sift some fine Indian meal [corn meal], make a smooth batter of it by stirring in a sufficiency of cold water. Having ready a pot of boiling water, throw in a handful of salt, and stir in your batter till it is like very thick soup. Boil it till of the proper consistence, and stir it frequently to prevent its being lumpy, and to keep it from burning at the bottom. Mush, made in this manner, will never fail to be thoroughly done and clear of lumps, which are two common failures. Cold mush maybe sliced and fried brown in butter. They are very good for breakfast.

Translation: Though a tad condescending, Lettice is right: two common failures for corn mush are making it lumpy or undercooked. We say give this recipe a shot (adding apples in while you boil it to the proper _consistenceî), but you can also do this more simply, usually without _failureî: boil a couple of cups of water in a pot, add a cup or so of corn meal and as many apple chunks as you wish, simmer it and stir regularly till done. Also see the recipes for grits.
",,#N/A,,,

paw paw pancakes,Breakfast,Kentucky,fall,No,,,,#N/A,,,

pumpkin grits w/ brown butter,Breakfast,Kentucky,winter,No,,,,#N/A,,,

rice cakes,Breakfast,Kentucky,winter,No,,,,Bluegrass,,,

Biscuits a la Bittman,Breakfast,?,winter,No,data/img/bittman.jpg,"From: How to Cook Everything Vegetarian, Mark Bittman, 2007, p. 695

2 cups all-purpose or cake flour, plus more as needed
1 scant tsp salt
1 tbsp baking powder
1 tsp baking soda
2 to 5 tbsp cold butter (more is better)
7/8 cup yogurt or buttermilk

Preheat the oven to 450F.

Mix the dry ingredients together ina  bowl or food processor. Cut the butter into bits and either pulse it in the food processor (easier) or pick up a bit of the dry ingredients, rub them with the butter between your fingers, and drop them again. Make sure all the butter is thoroughly blended into the flour mixture before proceeding. 

Use a large spoon to stir in the yogurt just until the mixture forms a ball. Turn the dough out onto a lightly floured surface and knewad it 10 times; no more. If it is very sticky, add a little flour, but very little; it should still stick to your hands a little.

Press the dough into a _ inch-thick rectangle and cut into 2-inch rounds with a biscuit cutter or glass. Put the rounds on an ungreased baking sheet. Gently reshape the leftover dough and cut again.

Bake for 7 to 9 minutes, or until the biscuits are a beautiful golden brown. Serve within 15 minutes for them to be at their best.

See also Bittmanês sweet potato biscuits",,Bittman,Yes,No,No

"beets, carrots, red cabbage",Breakfast,?,winter,Yes,,,,#N/A,,,

canned tomatoes and cabbage,Breakfast,?,winter,Yes,,,,#N/A,,,

whole wheat waffles,Breakfast,?,winter,No,,,,#N/A,,,

Garlic Cheese Grits,Breakfast,Kentucky,spring,No,,"3 1/2 Cups Water
1/2 Tsp. Salt
1 cup Stone Ground Corn Grits
4 Tbl. ( 1/2 stick ) butter, diced
3 Large Eggs, Separated
1/3 Pound Grated Aged Trappist Cheese
1/2 cup Minced Fresh Garlic
Cayenne Pepper to taste

Preheat oven to 375F.
Add salt to water and bring to a boil.
Slowly stir in grits with an egg whip.
Simmer, stirring frequently, until grits are soft, about 15 minutes. Add the butter and remove from burner.
Add cheese, garlic, seasonings, and yolks of eggs.
Allow to cool before adding stiffly beaten egg whites.
Lightly fold in egg whites, and pour mixture into buttered souffle dish.
Bake until golden brown and firm in the center, about 30 minutes.",,https://www.kentuckyderby.com/party/recipes/southern-sides/garlic-cheese-grits,Yes,No,Yes

Corn Pone,Breakfast,Kentucky,spring,No,,"From: Native Harvests: Recipes and Botanicals of the American Indian, Barrie Kavasch, 1979, p. 119.

1 cup cornmeal
_ cup nut milk or water
1 tsp baking powder
2 tbsp bacon drippings or butter

Mix the cornmeal, nut milk (or water), and baking powder together thoroughly. Grease a hot skillet with the fat. Drop the batter into the skillet by tablespoonfuls, shaping into 6 pone cakes. Brown for 10 minutes on each side. Serve hot.

Indian women were creative and expiermental cooks. They sweetened their cornmeal batters with fresh or dried fruits and berries if available or with fragrant herbs, powdered roots, or small quantities of wood ashes.",,Native Harvests,No,No,Yes

German (June)apple Pancakes,Breakfast,Kentucky,summer,No,,"From: Heartland: The Best of the Old and the New from Midwest Kitchens, Marcia Adams, 1991, p. 12.

2 large cooking apples, such as Yellow Delicious or Granny Smith (in Kentucky we used Juneapples)
_ cup butter
1 cup all-purpose flour
1 cup milk
6 eggs
1 tsp vanilla
_ tsp salt
_ tsp ground nutmeg
Confectionersê sugar

German apple pancakes are sometimes called puff pancakes and can be made without the apples. Either way, this is an unbeatable breakfast or luncheon dish and great for company.

Preheat oven to 475F. Peel, core, and very thinly slice the apples; you should have approximately 1 _ cups. Melt 2 tbsp of the butter over medium low heat in a small fry pan, and saute the apples until they are just tender, about 3 minutes. Keep warm while preparing the batter. Place a 9 or 10 inch cast-iron skillet or very heavy ovenproof pan in the oven to heat for at least 5 minutes _ the pan has to be very hot for this recipe to really work properly. When it is well heated, add the remaining 2 tbsp of butter to melt and put skillet back in oven; the butter should be very hot but not brown when you add the apples and the batter.

While the skillet is heating, place the flour, milk, eggs, vanilla, salt, and nutmeg in a blender, and whiz until smooth. (This can also be done with a rotary beater.) Remove the skillet from the oven, quicky arrange the warm saut_ed apple slices over the melted butter, and pour the batter evenly over all. Bake for 15 minutes, reduce heat to 375F, and bake 10 minutes longer. The pancake will puff and climb up the sides of the pan. Sprinkle with confectionersê sugar, then cut in wedges and serve with maple syrup and crisp bacon.",,Heartland,No,No,No

summer squash and kale,Breakfast,,summer,Yes,,,,#N/A,,,

fried green tomatoes,Lunch or snack or something else,Kentucky,fall,No,,,,#N/A,,,

beets and goat cheese,Lunch or snack or something else,Kentucky,fall,No,,,,#N/A,,,

Sweet Potato Biscuits,Lunch or snack or something else,Kentucky,fall,No,data/img/bittman.jpg,"From: How to Cook Everything Vegetarian, Mark Bittman, 2007, p. 695

Follow the standard Bittman Biscuit recipe on page (XXXX), with the butter-flour mixture in hand. Grease the baking sheets. Stir 1 cup cooked, drained, and pureed sweet potato or winter squash into the butter-flour mixture. Add only enough yogurt or buttermilk to form the dough into a ball, usually between _ and _ cups (if your potatoes are very dry, you may need the whole 7/8 cup. Roll the dough a little thinner _ about _ inch thick. Cut as directed, into about 24 biscuits, and bake at 450F for 12 to 15 minutes.
",,Bittman,Yes,No,NO

Curried Turnips,Lunch or snack or something else,Kentucky,fall,No,,"2 tablespoons canola oil
1 large onion, thinly sliced
1/2 teaspoon fresh ginger, finely chopped, then ground to a paste
1/2 teaspoon fresh garlic, finely chopped, then ground to a paste
2 fresh green chilies, thinly sliced
1 teaspoon whole mustard seeds
1 teaspoon ground cumin
1 teaspoon ground coriander
1 14 ounce can Muir Glen Fire Roasted Diced Tomatoes
1/2 teaspoon turmeric
2/3 cup water
10 ounces fresh turnips, peeled and diced (2 cups or so)
1/2 teaspoon brown or raw sugar
salt to taste
1/2 cup firmly packed fresh cilantro leaves, roughly chopped

Heat the oil in a heavy-bottomed pot and fry the onions until they are golden. Add the ginger and garlic paste, the chilies and the fresh mustard seeds and keep cooking and stirring, until the mustard seeds pop and the onions are dark reddish brown.

Sprinkle the ground cumin and coriander over the onions, and stir and fry for another thirty seconds, or until the fragrance of these spices is released. Pour in the tomatoes, the turmeric and water, and stir to thoroughly combine.

Add the turnips, and cover. Bring to a boil, then turn down to a simmer, and cook until the turnips are softened, but are not falling apart. (You may need to add water if it all simmers away before your turnips are done–it depends on the age of your turnips. Older, woodier roots take longer to cook than the younger, fresh crisp ones.)

Sprinkle with the sugar and add salt to taste.

Stir in the cilantro and serve immediately.",,http://www.tigersandstrawberries.com/2007/03/20/from-indias-vegetarian-cooking-spiced-turnips/,Yes,Yes,Yes

popovers,Lunch or snack or something else,Kentucky,winter,No,,,,Cooking Down East,,,

Maple bourbon glazed parsnips,Lunch or snack or something else,Kentucky,winter,No,,"From: Heartland: The Best of the Old and the New from Midwest Kitchens, Marcia Adams, 1991, p. 76.

2 lbs parsnips
2 tbsp butter
_ cup maple syrup
_ tsp dry mustard
_ tsp dried marjoram
Salt and pepper

This white root vegetable that is first cousin to the carrot has long been popular with Midwestern country cooks. Parsnps are an exceedingly hardy vegetable and will winter over in the ground through even the harshest of Iowa seasons. In fact, frost or very cold weather improves their flavor, changing their starch content to sugar. Ideally the parsnips should all be the same size so they will cook eevenly in your pan, but Mother Nature rarely cooperates. Cut the larger parnsips into halves or fourths, and if they are really large, cut out the cores, for they will be woody.

The sauce, with its hint of marjoram, cooks down to a pleasing glaze.

Preheat the oven to 400F. Peel the parsnips and slice them approximately 7/8 inch thick. Transfer the parnsips to a medium saucepan with water to cover. Bring to ab oil and cook, covered, for about 5 minutes, or until just tender _ donêt let them get mushy. Drain the parsnips and transfer to a greased 1 quart casserole.

In a small saucepan, combine the rest of the ingredients and bring to a boil over low heat. Pour over the parsnips and bake uncovered for 40 minutes, or until the sauce is cooked down and the parsnfips begin to brown.",,Heartland,Yes,No,Yes

coconut cornbread,Lunch or snack or something else,Kentucky,winter,No,,,,#N/A,,,

V's cornbread,Lunch or snack or something else,?,winter,No,,,,#N/A,,,

Egg nog,Drink,?,winter,No,,"From: The Kentucky Housewife, Lettice Bryan, 1839, p. 408

6 eggs
1 cup rum
Quart of buttermilk
_ lb of powdered sugar
Nutmeg

Break six eggs, separating the whites from the yolks; beat the whites to a tiff froth, put the yolks in a bowl and beat them light. Stir into it slowly, that the spirits may cook the egg, half a pint of rum, or threegills of common brandy; add a quart of rich sweet milk [buttermilk] and half a pound of powered sugar; then stir in the egg froth, and finish by grating nutmeg on the top.",,Kentucky Housewife,Yes,No,Yes

canned tomato stewed kale,Lunch or snack or something else,Kentucky,spring,No,,,,#N/A,,,

soda bread,Lunch or snack or something else,Kentucky,spring,No,,,,#N/A,,,

mint julep,Drink,Kentucky,spring,No,,,,#N/A,,,

miso greens,Lunch or snack or something else,Wisconsin,spring,No,,,,#N/A,,,

quark/ricotta,Lunch or snack or something else,Kentucky,summer,No,,,,#N/A,,,

Homemade Yogurt,Lunch or snack or something else,Kentucky,summer,No,,,,#N/A,,,

tomato sandwich,Lunch or snack or something else,Kentucky,summer,No,,,,#N/A,,,

Corfu Rooster,Supper,Kentucky,fall,No,,"1 rooster, cut into pieces
7 garlic cloves, smashed
1 teaspoon cinnamon
1 teaspoon salt
_ teaspoon black pepper
3 tablespoon olive oil or lard
1 tablespoon tomato paste (or use some tomatoes)
2 tablespoons red-wine vinegar (or cider vinegar)
2 medium onions, halved and thinly sliced
3 _ cups water
_ cup dry white wine (or vermouth or other booze)
1 teaspoon sugar

Pat chicken dry.

Stir together cinnamon, salt, pepper and sprinkle over chicken.

Heat oil in a skillet and brown chicken in two batches on all sides, transfer to a plate
meanwhile, stir tomato paste and vinegar.

Add more oil to skillet if necessary and sauté onions till golden; about 6 minutes.

Stir in tomato mixture and simmer 1 minute. Stir in water, wine sugar and simmer uncovered, ~5 minutes.

Add chicken to pot and simmer, covered, until tender (1-3 hours, depending on how tough your rooster is).

Transfer cook chicken to a platter and boil sauce, uncovered, till reduced to about 2 _ cups (about 10 minutes). Season with salt!",,http://sunstonefarmandlearn.com/2009/05/26/favorite-rooster-recipes/,No,No,Yes

beet green quiche,Supper,Kentucky,fall,No,,,,0,,,

Okra stew,Supper,Kentucky,fall,No,,"4 corn, ear, husks and silk removed, large
2 cups okra, trimmed, and cut into 1/2 inch rounds
2 tablespoons cornmeal
2 tablespoons butter, unsalted
4 lbs tomatoes, cored and chopped coarse
1 cup water
1 teaspoon salt
1/2 teaspoon pepper
4 medium potatoes
Onions

Fry potatoes
Fry onions
Fry cornmeal'd okra
Add corn, tomatoes, water, salt
Cook for a while
",,"http://www.ca.uky.edu/HES/fcs/FACTSHTS/KY_Recipe_Cards_32.pdf, http://www.food.com/recipe/kentucky-style-okra-corn-and-tomato-stew-387334",Yes ,No,Yes

Rooster Gumbo,Supper,Kentucky,fall,No,,"6 quarts chicken stock or canned low-sodium broth
2 pounds meaty ham hocks
2 bay leaves
1 1/4 cups plus 2 tablespoons vegetable oil
One 6-pound rooster or roasting chicken, quartered
1/2 cup Jan's Spice Mix
2 cups all-purpose flour
6 celery ribs, cut into 1/2-inch dice
2 large Spanish onions, cut into 1/2-inch dice
4 jalapeños, seeded and thinly sliced
2 large red bell peppers, cut into 1/2-inch dice
2 large yellow bell peppers, cut into 1/2-inch dice
2 large poblano chiles, cut into 1/2-inch dice
2 pounds okra, sliced 1/2 inch thick
6 garlic cloves, minced
1 1/2 pounds plum tomatoes, chopped
1/2 pound andouille sausage, sliced 1/4 inch thick
6 large scallions, white and light green parts, thinly sliced
One 1 1/4-ounce jar filé powder (scant 1/2 cup)
Salt

In a large stockpot, bring the stock, ham hocks and bay leaves to a boil. Cover and keep at a slow, steady simmer over low heat.

In a very large, deep skillet, heat 1 1/4 cups of the oil until shimmering. Season the chicken quarters all over with 1/4 cup of Jan&#39;s Spice Mix. Working in 2 batches, sear the chicken over moderate heat until deeply browned, about 5 minutes per side. Transfer to a plate.

Add the chicken to the stock, cover and simmer until cooked through, about 30 minutes for the breasts and 50 for the legs. As the chicken is done, transfer it to a bowl. Continue to simmer the ham hocks until tender, 10 minutes longer, then transfer to the bowl. Skim the fat from the stock and keep warm.

Meanwhile, pour the oil from the deep skillet into a large cast-iron skillet. Heat the oil. Whisk in the flour and cook over moderately high heat, whisking constantly, until a deep brown roux forms, about 8 minutes. Scrape the roux into a heatproof bowl.

In the very large, deep skillet, heat the remaining 2 tablespoons of oil. Add the celery and onions and cook over moderately low heat, stirring occasionally, until slightly softened, about 12 minutes. Add the jalape&#241;os, bell peppers and poblanos and cook, stirring occasionally, until softened, about 10 minutes. Add the okra, garlic and the remaining 1/4 cup of Jan&#39;s Spice Mix and cook over moderate heat, stirring, until fragrant, about 5 minutes. Add the tomatoes and simmer until most of the liquid has evaporated, about 5 minutes.

Whisk the roux into the warm stock and simmer over low heat, whisking until smooth. Stir in the cooked vegetables and simmer for 30 minutes, skimming the fat from the surface of the gumbo occasionally.

Meanwhile, pull the meat from the chicken and ham hocks and cut it into 1-inch pieces. Add the meat to the gumbo along with the andouille and simmer for 10 minutes. Add the scallions, whisk in the fi&#233; powder and simmer for 5 minutes. Season with salt and serve.",,http://www.foodandwine.com/recipes/rooster-gumbo-with-tomatoes-and-okra,No,No,No

Mole de olla,Supper,Kentucky,fall,No,,"From: The Cuisines of Mexico Revised Edition, Diane Kennedy, 1972 (1986), p. 160.

3 pounds pork neck bones
2 quarts water
2 tsp salt
A comal or griddle
4 chiles anchos
4 chiles pasilla
Blender
1cup tomates verdes
_ medium onion
2 cloves garlic, peeled
A pinch of cumin seed
A small frying pan
3 tbsp peanut or safflower oil
_ lb zucchini (2 medium)
_ lb green beans
1 large ear of corn
1 small chayote (1/2 lb)
