source_id,registry_id,rcr_name,rcr_street,rcr_city,rcr_state,fac_lat,fac_long,fac_percent_minority,rcra_curr_snc,rcra_curr_compl_status,rcra_qtrs_in_nc,rcra_curr_violation_types,rcra_insp_cnt,rcra_iea_cnt,rcra_last_iea_date,rcra_fea_cnt,fac_map_flg
"PAD003023371","110000333915","MOUNT JOY WIRE CORP","1000 E MAIN ST","MOUNT JOY","PA",40.109305,-76.476781,9.494,"No","Noncompliance",4,"262.A, 262.C, 262.D, 265.B, 265.I, 273.B, NA, XXS",5,0,09/03/1991,0,"Y"
"PAD003025418","110000333595","BAE SYSTEMS","1100 BAIRS RD","YORK","PA",39.90833,-76.8233,8.525,"No","No Violation",0,"NA",3,0,09/27/1990,0,"Y"
"PAD003026531","110000332916","ARCELORMITTAL STEELTON LLC","215 S FRONT ST","STEELTON","PA",40.231324,-76.840414,49.467,"No","No Violation",2,"262.C, NA, XXS",3,1,09/17/2012,0,"Y"
"PAD003026663","110055946838","ALCOA FASTENER DIV LANCASTER WORKS","1700 FRUITVILLE PIKE","LANCASTER","PA",40.06823,-76.31605,40.094,"No","No Violation",0,"NA",6,0,,0,"Y"
"PAD003026903","110000618190","GENERAL ELECTRIC CO","1350 PLEASURE RD","LANCASTER","PA",40.054183,-76.280372,43.026,"No","No Violation",0,"NA",7,0,07/23/1987,0,"Y"
"PAD003043353","110000334530","CHEROKEE PHARMACEUTICALS LLC","100 AVENUE C","RIVERSIDE","PA",40.96131,-76.64329,7.138,"No","No Violation",4,"NA, XXS",10,1,04/10/2014,2,"Y"
"PAD003047792","110010979405","AMERICAN COLOR & CHEMICAL LLC","MOUNT VERNON ST","LOCK HAVEN","PA",41.130231,-77.447753,5.854,"No","No Violation",0,"NA",7,0,10/12/1993,0,"Y"
"PAD003050846","110022794314","GTE OPR SUPPORT INC","RTE 220","MUNCY","PA",41.238452,-76.830903,13.895,"No","No Violation",0,"NA",0,0,,0,"Y"
"PAD003053758","110001147018","TECUMSEH REDEVELOPMENT INC","100 MAYNARD ST","WILLIAMSPORT","PA",41.234466,-77.016406,14.931,"No","No Violation",0,"NA",6,0,01/20/1988,0,"Y"
"PAD004318416","110000331409","US BRONZE FOUNDRY & MACHINE INC","18649 BRAKESHOE RD","MEADVILLE","PA",41.688973,-80.163536,6.68,"No","No Violation",0,"NA",4,0,10/23/2006,0,"Y"
"PAD004320248","110000335502","MCKINNEY PRODUCTS CO","820 DAVIS ST","SCRANTON","PA",41.374031,-75.688607,17.41,"No","No Violation",0,"NA",0,0,11/02/2005,0,"Y"
"PAD004322913","110015686845","MINE SAFETY APPLIANCES CO","1420 MARS EVANS CITY RD","EVANS CITY","PA",40.7462,-80.0369,3.885,"No","No Violation",0,"NA",3,0,05/12/1994,0,"Y"
"PAD004325254","110038167113","AK STEEL CORP BUTLER WORKS","210 PITTSBURGH RD","BUTLER","PA",40.82926,-79.94273,4.142,"No","No Violation",0,"NA",6,0,07/10/1990,0,"Y"
"PAD004335469","110000618234","SENSUS USA INC","805 LIBERTY BLVD","DU BOIS","PA",41.12627,-78.75559,3.214,"No","No Violation",0,"NA",1,0,04/26/2009,0,"Y"
"PAD004344222","110039581565","TECUMSEH REDEVELOPMENT INC","RIDERS RD","JOHNSTOWN","PA",40.34185,-78.92351,13.398,"No","No Violation",0,"NA",5,0,05/02/1990,0,"Y"
"PAD004388500","110059338220","SONNEBORN LLC","100 SONNEBORN LN","PETROLIA","PA",41.012483,-79.717666,1.247,"No","No Violation",0,"NA",5,1,09/21/2011,0,"Y"
"PAD004397683","110000583191","KENNAMETAL INC","442 CHALYBEATE RD","BEDFORD","PA",40.032778,-78.487222,5.133,"No","No Violation",0,"NA",0,0,08/06/1991,0,"Y"
"PAD004810222","110002042138","KELLY RUN LANDFILL","1500 HAYDEN BLVD","ELIZABETH","PA",40.2475,-79.8863,12.411,"No","No Violation",0,"NA",5,0,11/01/1989,0,"Y"
"PAD004835146","110039581592","MAX ENVIRONMENTAL - YUKON FACILITY","233 MAX LN","YUKON","PA",40.2121,-79.6976,1.518,"No","Noncompliance",12,"264.B, 264.C, 264.D, 264.I, 265.I, 265.Q, 268.D, 270.A, NA, XXS",50,10,05/02/2016,1,"Y"
"PAD005033055","110000332113","GENERAL ELECTRIC TRANSPORTATION","2901 E LAKE RD","ERIE","PA",42.145453,-80.02544,28.619,"No","No Violation",0,"NA",6,0,06/16/2009,0,"Y"
"PAD005820691","110043586946","VOGEL DISPOSAL SRVC","421 HARTMANN RD","EVANS CITY","PA",40.813889,-80.074559,2.415,"No","No Violation",0,"NA",2,0,09/27/1988,0,"Y"
"PAD010154045","110000876188","ENVIRITE OF PENNSYLVANIA INC","730 VOGELSONG RD","YORK","PA",39.986769,-76.748829,37.506,"No","No Violation",1,"NA, XXS",19,0,01/04/2011,0,"Y"
"PAD041250242","110000584305","DIXON WEAREVER INC","RTE 61","WEST BRUNSWICK TWP","PA",40.62887,-76.058602,4.433,"No","No Violation",0,"NA",2,0,09/15/1988,0,"Y"
"PAD041421223","110000333112","TYCO ELECTRONICS CORP BLDG 64","10709 SUSQUEHANNA TRAIL","GLEN ROCK","PA",39.8218,-76.6944,4.723,"No","No Violation",0,"NA",0,0,07/09/1990,0,"Y"
"PAD049791098","110000336994","PHILADELPHIA ENERGY SOLUTIONS REFINING & MARKETING LLC","3144 PASSYUNK AVE","PHILADELPHIA","PA",39.91354,-75.19889,60.294,"No","Noncompliance",12,"262.A, 262.C, 264.C, 264.I, 265.I, 268.A, NA, XXS",16,1,08/01/2014,0,"Y"
"PAD050919901","110000335600","REILLY FINISHING TECHNOLOGIES","130 ALDEN RD","NANTICOKE","PA",41.19211,-76.01223,4.909,"No","Noncompliance",7,"262.C, 265.I, NA, XXS",1,1,02/25/2015,1,"Y"
"PAD059087072","110059900978","MAX ENV TECH (COMMERICAL HAZ WASTE FAC)","200 MAX DR","BULGER","PA",40.38492,-80.314099,3.299,"No","Noncompliance",12,"265.H, NA",6,0,08/17/2010,0,"Y"
"PAD060506805","110060053301","LYNCOTT CORP","WASHBURN HILL RD","MEW MILFORD","PA",41.856606,-75.742432,2.857,"No","No Violation",0,"NA",0,0,10/14/1986,0,"Y"
"PAD063652820","110000618387","EMSOURCE ELECTROPLATING IMPOUNDMENT LDFL","201 STACKPOLE ST","SAINT MARYS","PA",41.432521,-78.551887,1.798,"No","No Violation",0,"NA",3,0,07/23/1987,0,"Y"
"PAD067098822","110059945458","CYCLECHEM INC","550 INDUSTRIAL DR","LEWISBERRY","PA",40.16671,-76.83818,6.529,"No","Noncompliance",12,"264.BB, 264.H, 264.I, 273.B, NA",21,1,07/18/2012,2,"Y"
"PAD071203046","110000772842","ICI EXPLOSIVES USA INC","TWO RIVER RD","TAMAQUA","PA",40.74049,-75.9688,1.468,"No","No Violation",0,"NA",0,0,12/12/1994,0,"Y"
"PAD085690592","110010981330","REPUBLIC ENVIRONMENTAL SYSTEMS (PA) LLC","2869 SANDSTONE DRIVE","HATFIELD","PA",40.293392,-75.284012,22.511,"No","Noncompliance",5,"264.I, 265.I, NA, XXS",26,6,08/04/2015,2,"Y"
"PAD086673407","110000331926","SAFETY-KLEEN SYSTEMS INC","1606 PITTSBURGH AVE","ERIE","PA",42.10039,-80.12765,14.066,"No","Noncompliance",12,"262.C, NA",10,0,06/04/1990,0,"Y"
"PAD087561015","110041695546","THE INTL METALS RECLAMATION CO INC","ONE INMETCO DR","ELLWOOD CITY","PA",40.859451,-80.258591,3.364,"No","Noncompliance",4,"262.A, 262.C, 264.B, 264.C, 264.D, 264.E, 264.I, 273.C, 273.E, NA, XXS",15,1,01/12/2016,0,"Y"
"PAD096844311","110017865648","ACTION MANUFACTURING CO","500 BAILEY CROSSROADS RD","ATGLEN","PA",39.89919,-75.97273,7.747,"No","No Violation",4,"262.A, 262.C, 265.J, 273.B, NA",7,0,11/07/2008,3,"Y"
"PAD098732118","110000701964","INDUSTRIAL SOLVENTS & CHEMICALS CO","BOX 210 STEVEN ROAD","YORK HAVEN","PA",40.111675,-76.776349,5.029,"No","No Violation",0,"NA",0,0,05/11/1989,0,"Y"
"PAD980550149","110059943398","TALON DIV OF TEXTRON","LIBERTY ST EXT","MEADVILLE","PA",41.604167,-80.1475,8.834,"No","No Violation",0,"NA",5,0,06/27/1989,0,"Y"
"PAD980550412","110000337653","JOHNSON MATTHEY","900 RIVER RD","CONSHOHOCKEN","PA",40.083827,-75.323808,13.519,"No","Noncompliance",9,"262.C, 264.B, 264.J, 265.B, 265.D, 273.B, NA, XXS",8,4,09/16/2015,1,"Y"
"PAD980550545","110001147189","CCSWA LANCHESTER STABILIZED DISPOSAL SITE","7224 DIVISION HWY","NARVON","PA",40.10628,-75.94723,3.805,"No","No Violation",0,"NA",9,0,06/14/1991,0,"Y"
"PAD980550594","110032885723","SUNOCO PARTNERS M&T - MARCUS HOOK REFINERY","100 GREEN ST","MARCUS HOOK","PA",39.814609,-75.42227,42.797,"No","No Violation",0,"NA",8,0,12/10/2010,0,"Y"
"PAD980551840","110000334460","GEISINGER OSW","111 WOODBINE LN","DANVILLE","PA",40.961285,-76.574763,7.932,"No","No Violation",0,"NA",0,0,06/14/2002,0,"Y"
"PAD981038227","110000334567","WORLD RESOURCES CO","170 WALNUT LN","POTTSVILLE","PA",40.68812,-76.23231,6.189,"No","No Violation",0,"NA",2,0,08/21/1998,0,"Y"
"PAD981736143","110000618485","SAFETY-KLEEN SYSTEMS INC","150 ALLENBILL DR","JOHNSTOWN","PA",40.28887,-78.83688,4.275,"No","No Violation",1,"262.C, 264.I, 264.J, NA, XXS",6,2,10/27/2015,0,"Y"
"PAD981737109","110000335682","SAFETY-KLEEN SYSTEMS INC","600 STEWART RD","WILKES BARRE","PA",41.20951,-75.92087,17.197,"No","No Violation",6,"262.A, NA",4,1,07/15/2013,0,"Y"
"PAD982576258","110000329314","SAFETY-KLEEN SYSTEMS INC","650 NOBLE DR","WEST MIFFLIN","PA",40.36165,-79.93083,10.102,"No","No Violation",0,"NA",5,0,11/14/1991,0,"Y"
"PAD982679169","110000334745","B BRAUN MEDICAL INC","901 MARCON BLVD","ALLENTOWN","PA",40.64175,-75.44729,44.48,"No","No Violation",0,"NA",0,0,,0,"Y"
"PAD987266715","110000584680","SAFETY-KLEEN SYSTEMS INC","77 TOWPATH RD","FAIRLESS HILLS","PA",40.183344,-74.791931,38.543,"No","No Violation",2,"262.B, NA, XXS",6,0,06/21/1995,0,"Y"
"PAD987270725","110000496286","EVOQUA WATER TECHNOLOGIES LLC","118 PARK RD","DARLINGTON","PA",40.79611,-80.46785,1.821,"No","No Violation",1,"NA, XXS",9,1,12/12/2011,0,"Y"
"PAD987283140","110000618494","UNITED ENVIRONMENTAL GROUP INC","241 MCALEER RD","SEWICKLEY","PA",40.556,-80.08744,8.917,"No","No Violation",1,"NA, XXS",6,2,08/18/2015,0,"Y"
"PAD987335379","110008471563","BABCOCK & WILCOX EAF LANDFILL","MOUNT ST","KOPPEL","PA",40.831881,-80.316065,3.833,"No","No Violation",0,"NA",6,0,,0,"Y"
"PAD987367216","110000335085","AERC.COM INC","2591 MITCHELL AVE","ALLENTOWN","PA",40.5676,-75.47841,46.318,"No","No Violation",3,"264.E, NA, XXS",8,3,10/26/2015,0,"Y"
"PAD990753089","110000585028","EXIDE TECHNOLOGIES","SPRING VALLEY RD & NOLAN ST","READING","PA",40.381763,-75.911946,54.417,"No","Noncompliance",12,"262.A, 262.C, 263.A, 264.B, 264.C, 264.D, 264.H, 273.B, 273.C, NA",13,2,03/25/2016,1,"Y"
"PAD990824161","110033147217","ISG TECUMSEH REDEVELOPMENT INC","701 E 3RD ST","BETHLEHEM","PA",40.615723,-75.346268,31.962,"No","No Violation",0,"NA",0,0,08/30/1989,0,"Y"
"PAR000030874","110000335389","COPPERHEAD CHEMICAL CO INC","120 RIVER RD","TAMAQUA","PA",40.72456,-75.985584,1.667,"No","No Violation",0,"NA",2,0,08/17/2005,0,"Y"
"PAR000514182","110031346808","NATL STD IMPOUNDMENT","1000 E MAIN ST IMPOUNDMENT","MOUNT JOY","PA",40.10902,-76.47638,9.497,"No","No Violation",0,"NA",5,0,,0,"Y"
"PAR000522326","110060110357","ZAMBELLI FIREWORKS MFG CO","782 GARNER RD","EDINBURG","PA",41.04691,-80.40648,4.1,"Yes","Significant Violation",5,"261.A, 262.A, 262.C, 264.B, 264.D, 264.E, 264.G, 264.H, 264.J, 264.O, NA, XXS",6,1,02/03/2016,0,"Y"
"PAR000522714","110020741447","BLACKS RUN SITE SECURE LANDFILL","BET TECH INTERNATIONAL INC","HOPEWELL TWP","PA",40.612298,-80.241412,18.929,"No","No Violation",0,"NA",1,0,08/17/2000,0,"Y"
"PAR000537548","110056334140","FAIRLESS PARCEL","KEYSTON IDUSTRIAL PORT COMPLEX","FAIRLESS HILLS","PA",40.175993,-74.850254,,"No","No Violation",0,"NA",0,0,,0,"Y"
"PRD000632182","110008471956","PUMA ENERGY CARIBE LLC","ROAD 28 KM 2.0","BAYAMON","PR",18.418463,-66.137481,99.015,"No","No Violation",2,"265.B, 265.D, NA",1,1,02/12/2015,0,"Y"
"PRD000634360","110002152606","GENERAL ELECTRIC CAGUAS OPERATION","RTE 1 KM 33.7","CAGUAS","PR",18.251165,-66.035561,99.379,"No","No Violation",0,"NA",0,0,04/15/1986,0,"Y"
"PRD090021056","110000744696","BRISTOL-MYERS SQUIBB MANUFACTURING CO","STATE ROAD #3 KM 77.5","HUMACAO","PR",18.1489,-65.7948,99.392,"No","No Violation",0,"NA",4,0,12/30/2008,0,"Y"
"PRD090028101","110000739522","MSD INTERNATIONAL GMBH PUERTO RICO BRANCH LLC","CARR 2 KM 56.7","BARCELONETA","PR",18.426041,-66.549388,99.428,"No","No Violation",0,"NA",5,1,02/13/2012,0,"Y"
"PRD090074071","110000580915","BUCKEYE CARIBBEAN TERMINALS LLC","ROUTE 901 KM. 2.7 CAMINO NUEVO","YABUCOA","PR",18.046899,-65.85116,99.317,"No","No Violation",0,"NA",4,0,12/20/2010,0,"Y"
"PRD090399718","110000744507","SAFETY-KLEEN ENVIROSYSTEMS CO OF PUERTO RICO INC","KM 51.2, STATE ROAD 2","MANATI","PR",18.430874,-66.506619,99.394,"No","No Violation",2,"262.B, NA",6,6,02/22/2016,0,"Y"
"PRD090564477","110000307837","BORICUA WOOD PROCESSING INC","RD 865 KM 5.5","TOA BAJA","PR",18.415648,-66.202659,99.38,"No","No Violation",2,"262.C, 265.W, NA",1,2,05/29/2014,0,"Y"
"PRD090613357","110008472143","TAPI PUERTO RICO INC","HWY. #3, KM 143","GUAYAMA","PR",17.948504,-66.154155,99.563,"No","Noncompliance",12,"262.C, 270.C, NA",6,6,01/23/2014,2,"Y"
"PRD091017228","110011576865","COMMONWEALTH OIL REFINING COMPANY INC","ROAD 127 KM 15.5","PENUELAS","PR",18.006988,-66.737467,99.569,"No","No Violation",0,"NA",0,0,11/23/2010,2,"Y"
"PRD091018622","110000907920","PROTECCION TECNICA ECOLOGICA","CARR 385 KM 4.5 TALL ABOA","PENUELAS","PR",18.013585,-66.698947,99.442,"No","No Violation",0,"NA",1,0,09/11/1986,0,"Y"
"PRD091063743","110000602768","PRODUCTOS CIRCUITOS DE PR INC","RD 149 KM 66.7","JUANA DIAZ","PR",18.058048,-66.510427,99.552,"No","No Violation",0,"NA",0,0,11/20/1998,0,"Y"
"PRD980594618","110000580489","PENUELAS TECHNOLOGY PARK LLC","ROAD#337 KM 1.1","PENUELAS","PR",18.006647,-66.737743,99.596,"No","No Violation",0,"NA",4,1,08/15/2013,0,"Y"
"PRD980594709","110000618564","PONCE LANDFILL - BFI","500 MUNICIPAL RD, BARRIO CANAS","PONCE","PR",18.006377,-66.657968,99.371,"No","No Violation",0,"NA",0,0,10/05/2004,0,"Y"
"PRD991291972","110000602740","CHEVRON PHILLIPS CHEMICAL PR CORE","ROAD 710, KM. 1.3","GUAYAMA","PR",17.9481,-66.1448,99.58,"No","No Violation",0,"NA",1,0,08/14/1998,0,"Y"
"RID040098352","110000618644","NORTHLAND ENVIRONMENTAL LLC","275 ALLENS AVE","PROVIDENCE","RI",41.80554,-71.402507,41.18,"Yes","Significant Violation",12,"264.B, 264.I, 264.J, 265.E, 270.C, NA, XXS",3,0,10/15/2009,4,"Y"
"RID084802842","110000312849","SAFETY-KLEEN SYSTEMS, INC.","167 MILL ST","CRANSTON","RI",41.765944,-71.413515,40.62,"No","No Violation",2,"NA, PCR",5,0,11/05/2007,0,"Y"
"SC1750216169","110000607503","MARINE CORPS AIR STATION BEAUFORT","HWY 21","BEAUFORT","SC",32.4575,-80.711667,49.459,"No","No Violation",0,"NA",7,0,03/30/2011,0,"Y"
"SC1890008989","110001120000","SAVANNAH RIVER SITE","HWY 125","JACKSON","SC",33.34888,-81.73778,41.786,"No","Noncompliance",4,"262.A, 262.C, 264.D, 264.I, 265.B, 265.D, 268.E, 273.B, NA",11,4,08/23/2016,0,"Y"
"SC3570024460","110002235000","JOINT BASE CHARLESTON AIR BASE","437 ABG DEEV","CHARLESTON AFB","SC",32.894494,-80.065953,64.324,"No","No Violation",0,"NA",5,0,07/15/2011,0,"Y"
"SC8170022620","110000702035","JOINT BASE CHARLESTON WEAPONS","2316 RED BANK RD STE 100","GOOSE CREEK","SC",32.9583,-79.93597,26.996,"No","No Violation",3,"262.A, 264.C, 270.A, NA",9,2,06/30/2015,0,"Y"
"SCD002038545","110000354991","T&S BRASS & BRONZE WORKS INC","2 SADDLEBACK COVE RD","TRAVELERS REST","SC",34.95792,-82.44297,16.269,"No","No Violation",0,"NA",4,0,05/31/2011,0,"Y"
"SCD002267490","110000354250","GREENVILLE PROPERTIES LLC","1801 RUTHERFORD RD","GREENVILLE","SC",34.90186,-82.35914,26.319,"No","No Violation",0,"NA",2,0,05/01/2009,0,"Y"
"SCD003159928","110042025509","GREENS OF ROCK HILL","2850 CHERRY RD","ROCK HILL","SC",34.97746,-80.97936,34.064,"No","No Violation",0,"NA",1,0,06/02/2005,0,"Y"
"SCD003339702","110001665323","ICS SC II LLC","2819 INDUSTRIAL AVE","N CHARLESTON","SC",32.84599,-80.00569,61.482,"No","No Violation",0,"NA",5,1,04/03/2013,0,"Y"
"SCD003341849","110000354438","ROY METAL FINISHING CO INC","112 CONESTEE RD","CONESTEE","SC",34.772558,-82.342485,52.672,"No","No Violation",2,"264.E, 264.I, NA",8,2,06/24/2014,0,"Y"
"SCD003345683","110000352939","INGERSOLL RAND COMPANY CLINTON","1775 TORRINGTON RD","CLINTON","SC",34.492255,-81.931037,48.048,"No","No Violation",0,"NA",3,0,02/04/2004,0,"Y"
"SCD003349065","110000352797","SANTOLUBES MANUFACTURING LLC","2155 W CROFT CIR DR","SPARTANBURG","SC",34.919444,-81.850833,29.112,"No","No Violation",2,"264.H, NA",9,7,12/09/2014,1,"Y"
"SCD003351699","110000560544","GIANT CEMENT COMPANY","654 JUDGE ST","HARLEYVILLE","SC",33.242778,-80.442222,48.069,"No","Noncompliance",2,"262.C, 265.I, 273.B, 279.C, NA",6,1,10/01/2013,0,"Y"
"SCD003351996","110000354214","CAPSCO INC","1101 W BLUE RIDGE DR","GREENVILLE","SC",34.8794,-82.42757,44.208,"No","Noncompliance",12,"260.B, 261.A, 262.A, 262.C, 262.D, 264.B, 264.C, 264.D, 264.E, 264.F, 264.G, 264.H, 264.I, 265.C, 265.F, 265.I, 270.B, 273.B, 279.C, NA, PCR",8,0,09/22/2009,1,"Y"
"SCD003353026","110000492770","KOPPERS INC","280 N KOPPERS RD","FLORENCE","SC",34.2022,-79.7229,83.525,"No","No Violation",5,"262.A, 262.C, 264.B, 265.I, 265.W, NA",6,7,09/08/2014,1,"Y"
"SCD003353760","110000351887","CMC STEEL SOUTH CAROLINA PLANT 1500","310 NEW STATE RD","CAYCE","SC",33.963256,-81.049798,34.08,"No","No Violation",2,"262.C, 265.C, 265.I, 273.B, NA",7,2,03/15/2012,1,"Y"
"SCD003358389","110017326963","SOLVAY USA INC","2151 KING ST EXT","CHARLESTON","SC",32.835302,-79.958068,64.871,"No","No Violation",2,"264.H, NA",7,2,07/15/2014,0,"Y"
"SCD003368891","110000618715","HOLCIM US INC GEOCYCLE LLC","2175 GARDNER BLVD","HOLLY HILL","SC",33.274725,-80.433468,77.794,"No","Noncompliance",3,"270.C, FSS, NA",6,1,06/27/2012,0,"Y"
"SCD005574967","110000353723","ESAB WELDING & CUTTING PRODUCTS","411 S EBENEZER RD","FLORENCE","SC",34.188304,-79.850289,28.517,"Yes","Significant Violation",3,"262.A, 262.C, 262.D, 265.B, 265.D, 273.B, 279.C, NA",4,3,06/09/2016,0,"Y"
"SCD036275626","110000618724","GIANT RESOURCE RECOVERY SUMTER INC","755 INDUSTRIAL BLVD","SUMTER","SC",33.906675,-80.331624,72.189,"No","No Violation",1,"262.A, NA",6,1,11/26/2014,0,"Y"
"SCD041387796","110007033450","TIMKEN US LLC","408 INDUSTRIAL PARK RD","UNION","SC",34.71333,-81.65208,41.544,"No","No Violation",0,"NA",6,1,05/15/2012,0,"Y"
"SCD043384072","110067426672","SI GROUP INC ORANGEBURG","725 CANNON BRIDGE RD","ORANGEBURG","SC",33.4675,-80.881111,77.978,"No","No Violation",5,"262.A, 262.C, 265.D, 265.I, 265.O, 265.P, 266.H, NA",8,3,07/09/2015,0,"Y"
"SCD048372023","110000702008","LOCKHEED MARTIN CORPORATION  AERONAUTICAL SYSTEMS","4280 PACE STREET","CHARLESTON","SC",32.8443,-80.00733,60.555,"No","No Violation",0,"NA",2,0,07/16/2008,0,"Y"
"SCD048373468","110038193068","COOPER RIVER PARTNERS LLC","1588 BUSHY PARK RD","GOOSE CREEK","SC",32.986764,-79.932948,22.849,"No","No Violation",0,"NA",2,0,11/16/2010,0,"Y"
"SCD048462378","110000618751","TRINITY MEYER UTILITY STRUCTURES LLC PLANT 1665","3468 OLD CAMDEN HWY","LANCASTER","SC",34.644471,-80.700374,26.909,"No","No Violation",0,"NA",4,0,12/11/2003,0,"Y"
"SCD049126097","110017415723","GE GREENVILLE GAS TURBINES LLC","300 GARLINGTON RD","GREENVILLE","SC",34.83254,-82.29197,25.261,"No","No Violation",0,"NA",5,0,02/05/2002,0,"Y"
"SCD049690001","110015823206","SOUTHERN WOOD PIEDMONT COMPANY","591 SPRINGFIELD RD","SPARTANBURG","SC",34.99261,-82.00832,45.495,"No","No Violation",0,"NA",5,2,02/27/2013,1,"Y"
"SCD061523098","110000353153","IWG HIGH PERFORMANCE CONDUCTORS","1570 CAMPTON RD","INMAN","SC",35.02721,-82.05754,29.015,"No","No Violation",0,"NA",8,2,08/14/2013,0,"Y"
"SCD065053217","110000354447","HSL INC","619 ROLLING HILLS CIR","EASLEY","SC",34.82724,-82.5435,12.395,"No","No Violation",0,"NA",2,0,06/15/2006,0,"Y"
"SCD067002147","110002233100","GE HEALTHCARE","3001 W RADIO DR","FLORENCE","SC",34.1871,-79.83703,30.681,"No","No Violation",0,"NA",6,0,05/07/2009,0,"Y"
"SCD069314045","110000498550","MILLIKEN CHEMICAL DEWEY PLANT","1440 CAMPTON RD","INMAN","SC",35.026944,-82.065833,26.967,"No","No Violation",0,"NA",6,2,07/08/2013,0,"Y"
"SCD069316271","110000618797","MEDICAL UNIVERSITY OF SC PHYSICAL PLANT","171 ASHLEY AVE","CHARLESTON","SC",32.785141,-79.94666,33.126,"No","No Violation",2,"262.A, NA",10,3,06/29/2015,0,"Y"
"SCD070371885","110000352207","PHIBRO TECH INC","2395 CAINS MILL RD","SUMTER","SC",33.855556,-80.391667,35.41,"No","No Violation",4,"262.D, NA",7,4,08/12/2014,0,"Y"
"SCD070375985","110002181745","PINEWOOD SITE CUSTODIAL TRUST (PSCT)","8430 CAMP MACBOYKIN RD","PINEWOOD","SC",33.692886,-80.509889,75.513,"No","No Violation",0,"NA",10,0,01/10/2011,0,"Y"
"SCD077995488","110000352010","SAFETY KLEEN SYSTEMS INC LEXINGTON","130A FRONTAGE RD","LEXINGTON","SC",33.973018,-81.197467,18.27,"No","No Violation",3,"262.C, 265.B, 265.I, NA",6,4,11/20/2014,0,"Y"
"SCD078065117","110000353224","SIEMENS INDUSTRY INC","1320 OLD GEORGIA RD","ROEBUCK","SC",34.892492,-81.96015,49.187,"No","No Violation",4,"262.A, 262.C, 264.D, 265.C, 265.I, 273.B, NA",6,5,02/18/2014,1,"Y"
"SCD083415125","110000353849","CROWN BEVERAGE PACKAGING INC USA","100 EVANS ROW ST","CHERAW","SC",34.68367,-79.89371,54.068,"No","No Violation",0,"NA",1,0,06/29/2001,0,"Y"
"SCD981031040","110000354697","SAFETY KLEEN SYSTEMS INC GREER","2818 OLD WOODRUFF RD","GREER","SC",34.90167,-82.16633,25.493,"No","No Violation",4,"262.A, 263.A, 263.B, 264.B, 264.E, NA",7,8,12/01/2014,0,"Y"
"SCD981467616","110025384359","ROEBUCK DISPOSAL LLC","301 RAILROAD STREET","ROEBUCK","SC",34.876974,-81.970916,37.839,"No","No Violation",0,"NA",2,0,03/10/2005,0,"Y"
"SCD982120107","110008566293","GEORGETOWN COUNTY","SOUTH ISLAND RD","GEORGETOWN","SC",33.301583,-79.306389,35.928,"No","No Violation",0,"NA",2,0,01/22/2003,0,"Y"
"SCD990704470","110000740798","WOLVERINE BRASS INC","2951 HWY 501 E","CONWAY","SC",33.777613,-78.982558,20.464,"No","No Violation",0,"NA",6,0,04/27/2011,0,"Y"
"SCR000771451","110040101653","JOHNSON CONTROLS FLORENCE RECYCLING CENT","1800 PAPER MILL RD","FLORENCE","SC",34.157461,-79.571356,31.877,"Yes","Significant Violation",12,"262.A, 262.C, 264.C, 265.DD, 265.I, NA, PCR",3,6,07/21/2016,3,"Y"
"SCR000771618","110040451533","HORSEHEAD CORP BARNWELL PLANT","941 TECHNOLOGY DR","SNELLING","SC",33.248394,-81.484959,32.168,"Yes","Significant Violation",12,"262.A, 262.B, 262.C, 262.D, 265.B, 265.C, 265.D, 265.E, 265.I, 265.K, 266.H, 268.A, 268.D, 270.A, 270.B, 273.B, NA",5,6,06/02/2015,1,"Y"
"SDD000716696","110002377712","SAFETY-KLEEN SYSTEMS, INC.","2000 N. WESTPORT AVENUE","SIOUX FALLS","SD",43.56851,-96.76723,22.901,"No","No Violation",0,"NA",7,1,03/25/2013,0,"Y"
"SDD981549983","110067271650","TECH ORD, A DIVISION OF AMTEC CORPORATION","47600 180TH STREET","CLEAR LAKE","SD",44.77572,-96.666974,2.705,"No","No Violation",0,"NA",6,0,10/31/1988,0,"Y"
"TN0210020582","110041998069","MILAN ARMY AMMUNITION PLANT","2280 HIGHWAY 104 WEST SUITE 1","MILAN","TN",35.86778,-88.69611,6.667,"No","No Violation",0,"NA",7,1,01/07/2013,0,"Y"
"TN0890090004","110002471094","U.S. DOE, EAST TENNESSEE TECHNOLOGY PARK","HIGHWAY 58 & BLAIR ROAD","OAK RIDGE","TN",35.933333,-84.396667,4.927,"No","No Violation",1,"279.C, NA",6,1,03/31/2015,0,"Y"
"TN1890090003","110002040201","U.S. DOE, OAK RIDGE NATIONAL LABORATORY","1 BETHEL VALLEY ROAD","OAK RIDGE","TN",35.92471,-84.39013,5.673,"No","No Violation",2,"265.I, NA",10,2,06/18/2014,0,"Y"
"TN2170022600","110013797365","NAVAL SUPPORT ACTIVITY MID-SOUTH","WILLIS GATE@ NAVY ROAD","MILLINGTON","TN",35.32648,-89.870391,36.492,"No","No Violation",1,"273.B, NA",5,1,02/03/2016,0,"Y"
"TN3890090001","110000607521","U.S. DOE, Y-12 NATIONAL SECURITY COMPLEX","301 BEAR CREEK ROAD","OAK RIDGE","TN",35.9844,-84.2613,24.048,"No","No Violation",2,"262.C, 279.C, NA",10,2,11/25/2014,0,"Y"
