rcra,Year,exporter_key,exporter_name,exporter_address,exporter_city,exporter_state,exporter_country,exporterLAT,exporterLONG,un,hazWasteDesc,units_final,phase,totalQuantityinShipment,mgmt,ExpectedManagementMethod,ReceivingFacilityEPAIDNumber,importer_name,importer_address,importer_city,importer_state,receivingfacilityzipcode,input,filename,latitude,longitude
008414682 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11gOCR,42.4516907,-83.1143265
008414683 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11gOCR,42.4516907,-83.1143265
008414684 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11gOCR,42.4516907,-83.1143265
008414679 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11fOCR,42.4516907,-83.1143265
008414680 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11fOCR,42.4516907,-83.1143265
008414681 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11fOCR,42.4516907,-83.1143265
008414675 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11eOCR,42.4516907,-83.1143265
008414676 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11eOCR,42.4516907,-83.1143265
008414677 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11eOCR,42.4516907,-83.1143265
008414678 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11eOCR,42.4516907,-83.1143265
005595794 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11dOCR,42.4516907,-83.1143265
005595795 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11dOCR,42.4516907,-83.1143265
008414673 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11dOCR,42.4516907,-83.1143265
008414674 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11dOCR,42.4516907,-83.1143265
005595791 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11cOCR,42.4516907,-83.1143265
005595792 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11cOCR,42.4516907,-83.1143265
005595793 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11cOCR,42.4516907,-83.1143265
005595789 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11bOCR,42.4516907,-83.1143265
005595790 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11bOCR,42.4516907,-83.1143265
005595787 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11aOCR,42.4516907,-83.1143265
005595788 JJK,2011,E1A6714,FORD MOTOR COMPANY,BOX 1300,OAKVILLE,ONTARIO,CANADA,43.489311,-79.6714,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.2138-3I-11aOCR,42.4516907,-83.1143265
005598884 JJK,2011,E4A7729,FORD MOTOR COMPANY OF CANADA LTD,BOX 2005,ST THOMAS,ONTARIO,CANADA,42.778084,-81.197729,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.1731-12I-10OCR,42.4516907,-83.1143265
005598886 JJK,2011,E4A7729,FORD MOTOR COMPANY OF CANADA LTD,BOX 2005,ST THOMAS,ONTARIO,CANADA,42.778084,-81.197729,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.1731-12I-10OCR,42.4516907,-83.1143265
005598887 JJK,2011,E4A7729,FORD MOTOR COMPANY OF CANADA LTD,BOX 2005,ST THOMAS,ONTARIO,CANADA,42.778084,-81.197729,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.1731-12I-10OCR,42.4516907,-83.1143265
005598888 JJK,2011,E4A7729,FORD MOTOR COMPANY OF CANADA LTD,BOX 2005,ST THOMAS,ONTARIO,CANADA,42.778084,-81.197729,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.1731-12I-10OCR,42.4516907,-83.1143265
005598889 JJK,2011,E4A7729,FORD MOTOR COMPANY OF CANADA LTD,BOX 2005,ST THOMAS,ONTARIO,CANADA,42.778084,-81.197729,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.1731-12I-10OCR,42.4516907,-83.1143265
002630925 JJK,2011,E4A7729,FORD MOTOR COMPANY OF CANADA LTD,BOX 2005,ST THOMAS,ONTARIO,CANADA,42.778084,-81.197729,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.1731-12I-10OCR,42.4516907,-83.1143265
008414898 JJK,2011,E4A7729,FORD MOTOR COMPANY OF CANADA LTD,BOX 2005,ST THOMAS,ONTARIO,CANADA,42.778084,-81.197729,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.1731-12I-10OCR,42.4516907,-83.1143265
008414966 JJK,2011,E4A7729,FORD MOTOR COMPANY OF CANADA LTD,BOX 2005,ST THOMAS,ONTARIO,CANADA,42.778084,-81.197729,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,30000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.1731-12I-10OCR,42.4516907,-83.1143265
008414967 JJK,2011,E4A7729,FORD MOTOR COMPANY OF CANADA LTD,BOX 2005,ST THOMAS,ONTARIO,CANADA,42.778084,-81.197729,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,28000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.1731-12I-10OCR,42.4516907,-83.1143265
008414909 JJK,2011,E4A7729,FORD MOTOR COMPANY OF CANADA LTD,BOX 2005,ST THOMAS,ONTARIO,CANADA,42.778084,-81.197729,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,9500,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.1731-12I-10OCR,42.4516907,-83.1143265
005595632 JJK,2011,E5A2793,CHRYSLER CANADA,2199 CHRYSLER CENTRE,WINDSOR,ONTARIO,CANADA,42.3026855,-82.9882793,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,19063,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.1330-9I-10OCR,42.4516907,-83.1143265
005595633 JJK,2011,E5A2793,CHRYSLER CANADA,2199 CHRYSLER CENTRE,WINDSOR,ONTARIO,CANADA,42.3026855,-82.9882793,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,20500,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.1330-9I-10OCR,42.4516907,-83.1143265
005595634 JJK,2011,E5A2793,CHRYSLER CANADA,2199 CHRYSLER CENTRE,WINDSOR,ONTARIO,CANADA,42.3026855,-82.9882793,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,15750,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.1330-9I-10OCR,42.4516907,-83.1143265
005595635 JJK,2011,E5A2793,CHRYSLER CANADA,2199 CHRYSLER CENTRE,WINDSOR,ONTARIO,CANADA,42.3026855,-82.9882793,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,19000,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.1330-9I-10OCR,42.4516907,-83.1143265
005595636 JJK,2011,E5A2793,CHRYSLER CANADA,2199 CHRYSLER CENTRE,WINDSOR,ONTARIO,CANADA,42.3026855,-82.9882793,UN1263,"Paint including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base",l,liquids,17034,H020,Solvents recovery,MID005338801,GAGE PRODUCTS,625 WANDA STREET,FERNDALE,MI,48220,Eric,CA.2011.HW.gage products co.1330-9I-10OCR,42.4516907,-83.1143265
001159755 JJK,2011,E8A4358,KUNTZ ELECTROPLATING INC,851 WILSON AVE,KITCHENER,ONTARIO,CANADA,43.4128,-80.44358,UN3264,"Corrosive liquid, acidic, inorganic, n.o.s.",l,liquids,13658,H010,Metals recovery,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE S.E.,CANTON,OH,44707,Eric,CA.2011.HW.envirite of oh inc.1446-10I-10OCR,40.776016,-81.369079
001159757 JJK,2011,E8A4358,KUNTZ ELECTROPLATING INC,851 WILSON AVE,KITCHENER,ONTARIO,CANADA,43.4128,-80.44358,UN3264,"Corrosive liquid, acidic, inorganic, n.o.s.",l,liquids,13204,H010,Metals recovery,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE S.E.,CANTON,OH,44707,Eric,CA.2011.HW.envirite of oh inc.1446-10I-10OCR,40.776016,-81.369079
001159758 JJK,2011,E8A4358,KUNTZ ELECTROPLATING INC,851 WILSON AVE,KITCHENER,ONTARIO,CANADA,43.4128,-80.44358,UN3264,"Corrosive liquid, acidic, inorganic, n.o.s.",l,liquids,13658,H010,Metals recovery,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE S.E.,CANTON,OH,44707,Eric,CA.2011.HW.envirite of oh inc.1446-10I-10OCR,40.776016,-81.369079
001159760 JJK,2011,E8A4358,KUNTZ ELECTROPLATING INC,851 WILSON AVE,KITCHENER,ONTARIO,CANADA,43.4128,-80.44358,UN3264,"Corrosive liquid, acidic, inorganic, n.o.s.",l,liquids,13204,H010,Metals recovery,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE S.E.,CANTON,OH,44707,Eric,CA.2011.HW.envirite of oh inc.1446-10I-10OCR,40.776016,-81.369079
002631066 JJK,2011,E8A4358,KUNTZ ELECTROPLATING INC,851 WILSON AVE,KITCHENER,ONTARIO,CANADA,43.4128,-80.44358,UN3264,"Corrosive liquid, acidic, inorganic, n.o.s.",l,liquids,13658,H010,Metals recovery,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE S.E.,CANTON,OH,44707,Eric,CA.2011.HW.envirite of oh inc.1446-10I-10OCR,40.776016,-81.369079
001159761 JJK,2011,E8A4358,KUNTZ ELECTROPLATING INC,851 WILSON AVE,KITCHENER,ONTARIO,CANADA,43.4128,-80.44358,UN3264,"Corrosive liquid, acidic, inorganic, n.o.s.",l,liquids,13204,H010,Metals recovery,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE S.E.,CANTON,OH,44707,Eric,CA.2011.HW.envirite of oh inc.1446-10I-10OCR,40.776016,-81.369079
001741334 FLE,2011,E3A4568,TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1354333,-122.8524568,UN1993,"Flammable liquids, n.o.s.",l,liquids,23299,H061,Fuel blending,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,98421,Eric,CA.2011.HW.emerald services inc.829-6I-10OCR,47.2697983,-122.39048
001741358 FLE,2011,E3A4568,TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1354333,-122.8524568,UN1993,"Flammable liquids, n.o.s.",l,liquids,23470,H061,Fuel blending,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,98421,Eric,CA.2011.HW.emerald services inc.829-6I-10OCR,47.2697983,-122.39048
001741357 FLE,2011,E3A4568,TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1354333,-122.8524568,UN1993,"Flammable liquids, n.o.s.",l,liquids,23280,H061,Fuel blending,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,98421,Eric,CA.2011.HW.emerald services inc.829-6I-10OCR,47.2697983,-122.39048
003447660 FLE,2011,E3A4568,TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1354333,-122.8524568,UN1993,"Flammable liquids, n.o.s.",l,liquids,23394,H061,Fuel blending,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,98421,Eric,CA.2011.HW.emerald services inc.829-6I-10OCR,47.2697983,-122.39048
003447661 FLE,2011,E3A4568,TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1354333,-122.8524568,UN1993,"Flammable liquids, n.o.s.",l,liquids,25408,H061,Fuel blending,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,98421,Eric,CA.2011.HW.emerald services inc.829-6I-10OCR,47.2697983,-122.39048
003447662 FLE,2011,E3A4568,TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1354333,-122.8524568,UN1993,"Flammable liquids, n.o.s.",l,liquids,22675,H061,Fuel blending,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,98421,Eric,CA.2011.HW.emerald services inc.829-6I-10OCR,47.2697983,-122.39048
003447663 FLE,2011,E3A4568,TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1354333,-122.8524568,UN1993,"Flammable liquids, n.o.s.",l,liquids,23394,H061,Fuel blending,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,98421,Eric,CA.2011.HW.emerald services inc.829-6I-10OCR,47.2697983,-122.39048
004446354 FLE,2011,E3A4568,TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1354333,-122.8524568,UN1993,"Flammable liquids, n.o.s.",l,liquids,23250,H061,Fuel blending,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,98421,Eric,CA.2011.HW.emerald services inc.829-6I-10OCR,47.2697983,-122.39048
003447664 FLE,2011,E3A4568,TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1354333,-122.8524568,UN1993,"Flammable liquids, n.o.s.",l,liquids,22073,H061,Fuel blending,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,98421,Eric,CA.2011.HW.emerald services inc.829-6I-10OCR,47.2697983,-122.39048
003447665 FLE,2011,E3A4568,TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1354333,-122.8524568,UN1993,"Flammable liquids, n.o.s.",l,liquids,23488,H061,Fuel blending,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,98421,Eric,CA.2011.HW.emerald services inc.829-6I-10OCR,47.2697983,-122.39048
004446363 FLE,2011,E3A4568,TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1354333,-122.8524568,UN1993,"Flammable liquids, n.o.s.",l,liquids,22962,H061,Fuel blending,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,98421,Eric,CA.2011.HW.emerald services inc.829-6I-10OCR,47.2697983,-122.39048
004446356 FLE,2011,E3A4568,TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1354333,-122.8524568,UN1993,"Flammable liquids, n.o.s.",l,liquids,24813,H061,Fuel blending,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,98421,Eric,CA.2011.HW.emerald services inc.829-6I-10OCR,47.2697983,-122.39048
004446357 FLE,2011,E3A4568,TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1354333,-122.8524568,UN1993,"Flammable liquids, n.o.s.",l,liquids,23905,H061,Fuel blending,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,98421,Eric,CA.2011.HW.emerald services inc.829-6I-10OCR,47.2697983,-122.39048
004448439 FLE,2011,E3A4568,TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1354333,-122.8524568,UN1993,"Flammable liquids, n.o.s.",l,liquids,24953,H061,Fuel blending,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,98421,Eric,CA.2011.HW.emerald services inc.829-6I-10OCR,47.2697983,-122.39048
004448442 FLE,2011,E3A4568,TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1354333,-122.8524568,UN1993,"Flammable liquids, n.o.s.",l,liquids,25014,H061,Fuel blending,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,98421,Eric,CA.2011.HW.emerald services inc.829-6I-10OCR,47.2697983,-122.39048
004448441 FLE,2011,E3A4568,TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1354333,-122.8524568,UN1993,"Flammable liquids, n.o.s.",l,liquids,25597,H061,Fuel blending,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,98421,Eric,CA.2011.HW.emerald services inc.829-6I-10OCR,47.2697983,-122.39048
004448443 FLE,2011,E3A4568,TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1354333,-122.8524568,UN1993,"Flammable liquids, n.o.s.",l,liquids,23912,H061,Fuel blending,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,98421,Eric,CA.2011.HW.emerald services inc.829-6I-10OCR,47.2697983,-122.39048
004448444 FLE,2011,E3A4568,TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1354333,-122.8524568,UN1993,"Flammable liquids, n.o.s.",l,liquids,24075,H061,Fuel blending,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,98421,Eric,CA.2011.HW.emerald services inc.829-6I-10OCR,47.2697983,-122.39048
004448447 FLE,2011,E3A4568,TRI-ARROW INDUSTRIAL RECOVERY,13364 COMBER WAY,SURREY,BRITISH COLUMBIA,CANADA,49.1354333,-122.8524568,UN1993,"Flammable liquids, n.o.s.",l,liquids,23568,H061,Fuel blending,WAD981769110,EMERALD SERVICES INC,1825 ALEXANDER AVE,TACOMA,WA,98421,Eric,CA.2011.HW.emerald services inc.829-6I-10OCR,47.2697983,-122.39048
