county,fips,cand,st,pct_report,votes,total_votes,pct,lead
Conway County,5029,Donald Trump,AR,1,4844,7921,0.611538947,Donald Trump
Labette County,20099,Donald Trump,KS,1,5232,7919,0.660689481,Donald Trump
Elbert County,13105,Donald Trump,GA,1,5269,7912,0.665950455,Donald Trump
Logan County,5083,Donald Trump,AR,1,5737,7909,0.725376154,Donald Trump
Brown County,18013,Donald Trump,IN,1,5015,7908,0.634167931,Donald Trump
Union County,46127,Donald Trump,SD,1,5288,7895,0.669791007,Donald Trump
Chickasaw County,28017,Donald Trump,MS,1,4127,7890,0.523067174,Donald Trump
Mitchell County,13205,Donald Trump,GA,1,4272,7857,0.543718977,Donald Trump
Emanuel County,13107,Donald Trump,GA,1,5330,7838,0.680020413,Donald Trump
Clark County,17023,Donald Trump,IL,1,5620,7819,0.71876199,Donald Trump
Hancock County,17067,Donald Trump,IL,1,5713,7818,0.730749552,Donald Trump
Marquette County,55077,Donald Trump,WI,1,4712,7813,0.603097402,Donald Trump
Wyoming County,54109,Donald Trump,WV,1,6527,7809,0.835830452,Donald Trump
Jackson County,40065,Donald Trump,OK,1,5969,7806,0.764668204,Donald Trump
Bosque County,48035,Donald Trump,TX,1,6325,7797,0.81120944,Donald Trump
Edgar County,17045,Donald Trump,IL,1,5634,7783,0.723885391,Donald Trump
Harrison County,21097,Donald Trump,KY,1,5435,7780,0.698586118,Donald Trump
Potter County,42105,Donald Trump,PA,1,6247,7777,0.803266041,Donald Trump
Roseau County,27135,Donald Trump,MN,1,5451,7767,0.701815373,Donald Trump
Sawyer County,55113,Donald Trump,WI,1,4625,7767,0.595468006,Donald Trump
Hickman County,47081,Donald Trump,TN,1,5685,7762,0.732414326,Donald Trump
Inyo County,6027,Donald Trump,CA,1,4128,7761,0.53189022,Donald Trump
Seward County,31159,Donald Trump,NE,1,5451,7754,0.702992004,Donald Trump
Sibley County,27143,Donald Trump,MN,1,5193,7727,0.672059014,Donald Trump
Clarke County,28023,Donald Trump,MS,1,5088,7713,0.6596655,Donald Trump
Warren County,17187,Donald Trump,IL,1,4267,7700,0.554155844,Donald Trump
Crawford County,55023,Donald Trump,WI,1,3844,7678,0.500651211,Donald Trump
Falls Church city,51610,Donald Trump,VA,1,1323,7667,0.172557715,Hillary Clinton
Young County,48503,Donald Trump,TX,1,6587,7658,0.860146252,Donald Trump
Carbon County,49007,Donald Trump,UT,0.95,5055,7654,0.660438986,Donald Trump
Limestone County,48293,Donald Trump,TX,1,5747,7648,0.751438285,Donald Trump
Brunswick County,51025,Donald Trump,VA,1,3045,7645,0.398299542,Hillary Clinton
Jefferson County,12065,Donald Trump,FL,1,3930,7641,0.514330585,Donald Trump
Morgan County,54065,Donald Trump,WV,1,5718,7635,0.74891945,Donald Trump
Richland County,17159,Donald Trump,IL,1,5736,7630,0.751769332,Donald Trump
Garrard County,21079,Donald Trump,KY,1,5904,7619,0.774904843,Donald Trump
Mills County,19129,Donald Trump,IA,1,5050,7608,0.663774974,Donald Trump
Freestone County,48161,Donald Trump,TX,1,5995,7608,0.78798633,Donald Trump
Lafayette County,55065,Donald Trump,WI,1,3977,7602,0.523151802,Donald Trump
Hamilton County,19079,Donald Trump,IA,1,4450,7589,0.586375016,Donald Trump
Macon County,29121,Donald Trump,MO,1,5794,7579,0.764480802,Donald Trump
Hardee County,12049,Donald Trump,FL,1,5238,7577,0.691302626,Donald Trump
Lamar County,13171,Donald Trump,GA,1,5183,7575,0.684224422,Donald Trump
Woodward County,40153,Donald Trump,OK,1,6329,7573,0.835732207,Donald Trump
Redwood County,27127,Donald Trump,MN,1,5137,7566,0.678958499,Donald Trump
Renville County,27129,Donald Trump,MN,1,4890,7563,0.646568822,Donald Trump
Price County,55099,Donald Trump,WI,1,4562,7560,0.603439153,Donald Trump
Smith County,28129,Donald Trump,MS,1,5877,7556,0.777792483,Donald Trump
Calhoun County,45017,Donald Trump,SC,1,3785,7553,0.501125381,Donald Trump
Williamsburg city,51830,Donald Trump,VA,1,1921,7534,0.254977436,Hillary Clinton
Simpson County,21213,Donald Trump,KY,1,5077,7529,0.67432594,Donald Trump
Beckham County,40009,Donald Trump,OK,1,6287,7529,0.835037854,Donald Trump
Tipton County,18159,Donald Trump,IN,1,5589,7510,0.744207723,Donald Trump
Crisp County,13081,Donald Trump,GA,1,4539,7500,0.6052,Donald Trump
Macon County,47111,Donald Trump,TN,1,6260,7490,0.835781041,Donald Trump
Fountain County,18045,Donald Trump,IN,1,5661,7474,0.757425743,Donald Trump
De Witt County,17039,Donald Trump,IL,1,5072,7469,0.679073504,Donald Trump
Jackson Parish,22049,Donald Trump,LA,1,5169,7464,0.692524116,Donald Trump
Bond County,17005,Donald Trump,IL,1,4884,7462,0.654516215,Donald Trump
Richland County,38077,Donald Trump,ND,1,4759,7460,0.637935657,Donald Trump
Pike County,17149,Donald Trump,IL,1,5749,7458,0.770850094,Donald Trump
Butler County,19023,Donald Trump,IA,1,4918,7457,0.65951455,Donald Trump
Arenac County,26011,Donald Trump,MI,1,4704,7457,0.630816682,Donald Trump
Gasconade County,29073,Donald Trump,MO,1,5670,7444,0.761687265,Donald Trump
Dallas County,29059,Donald Trump,MO,1,5895,7440,0.79233871,Donald Trump
St. Francis County,5123,Donald Trump,AR,1,3195,7430,0.430013459,Hillary Clinton
Ford County,20057,Donald Trump,KS,1,4994,7425,0.672592593,Donald Trump
Smith County,47159,Donald Trump,TN,1,5485,7410,0.740215924,Donald Trump
Leon County,48289,Donald Trump,TX,1,6391,7407,0.862832456,Donald Trump
Harrison County,19085,Donald Trump,IA,1,4892,7378,0.663052318,Donald Trump
Washington County,17189,Donald Trump,IL,1,5566,7376,0.754609544,Donald Trump
Pike County,29163,Donald Trump,MO,1,5274,7375,0.715118644,Donald Trump
Gray County,48179,Donald Trump,TX,1,6495,7360,0.882472826,Donald Trump
Faribault County,27043,Donald Trump,MN,1,4659,7355,0.633446635,Donald Trump
Carroll County,17015,Donald Trump,IL,1,4428,7354,0.602121295,Donald Trump
New Madrid County,29143,Donald Trump,MO,1,5270,7352,0.716811752,Donald Trump
O'Brien County,19141,Donald Trump,IA,1,5735,7348,0.780484486,Donald Trump
Mariposa County,6043,Donald Trump,CA,1,4317,7345,0.587746767,Donald Trump
Gogebic County,26053,Donald Trump,MI,1,4019,7313,0.54956926,Donald Trump
Fentress County,47049,Donald Trump,TN,1,6032,7311,0.825058132,Donald Trump
Alleghany County,51005,Donald Trump,VA,1,4873,7306,0.666986039,Donald Trump
Missaukee County,26113,Donald Trump,MI,1,5386,7301,0.737707163,Donald Trump
Pierce County,13229,Donald Trump,GA,1,6301,7297,0.86350555,Donald Trump
Luna County,35029,Donald Trump,NM,1,3478,7295,0.476764907,Donald Trump
Archuleta County,8007,Donald Trump,CO,1,4234,7290,0.58079561,Donald Trump
White County,17193,Donald Trump,IL,1,5639,7289,0.7736315,Donald Trump
Buckingham County,51029,Donald Trump,VA,1,3969,7284,0.544892916,Donald Trump
Hockley County,48219,Donald Trump,TX,1,5793,7282,0.795523208,Donald Trump
Gulf County,12045,Donald Trump,FL,1,5320,7279,0.730869625,Donald Trump
Otoe County,31131,Donald Trump,NE,1,4833,7279,0.66396483,Donald Trump
Choctaw County,1023,Donald Trump,AL,1,4102,7268,0.564391855,Donald Trump
Hart County,21099,Donald Trump,KY,1,5320,7263,0.732479692,Donald Trump
Dakota County,31043,Donald Trump,NE,1,4028,7259,0.554897369,Donald Trump
Grayson County,51077,Donald Trump,VA,1,5593,7258,0.770597961,Donald Trump
Sharp County,5135,Donald Trump,AR,1,5405,7246,0.745928788,Donald Trump
Attala County,28007,Donald Trump,MS,1,4288,7242,0.592101629,Donald Trump
Mason County,21161,Donald Trump,KY,1,4944,7216,0.685144124,Donald Trump
Presque Isle County,26141,Donald Trump,MI,1,4486,7215,0.621760222,Donald Trump
Rush County,18139,Donald Trump,IN,1,5292,7214,0.733573607,Donald Trump
Dixie County,12029,Donald Trump,FL,1,5822,7202,0.808386559,Donald Trump
Unicoi County,47171,Donald Trump,TN,1,5666,7166,0.790678203,Donald Trump
Henry County,21103,Donald Trump,KY,1,4944,7145,0.691952414,Donald Trump
Humphreys County,47085,Donald Trump,TN,1,4928,7139,0.690292758,Donald Trump
Geary County,20061,Donald Trump,KS,0.975,4116,7129,0.577360079,Donald Trump
Scott County,47151,Donald Trump,TN,1,6044,7123,0.848518882,Donald Trump
Van Buren County,5141,Donald Trump,AR,1,5382,7116,0.756323777,Donald Trump
Poquoson city,51735,Donald Trump,VA,1,5089,7114,0.715350014,Donald Trump
Chowan County,37041,Donald Trump,NC,1,3983,7108,0.56035453,Donald Trump
Osage County,29151,Donald Trump,MO,1,5845,7078,0.825798248,Donald Trump
Okanogan County,53047,Donald Trump,WA,0.3636,4048,7061,0.573289902,Donald Trump
Cass County,19029,Donald Trump,IA,1,4755,7055,0.673990078,Donald Trump
Holmes County,28051,Donald Trump,MS,1,1151,7045,0.163378282,Hillary Clinton
Amelia County,51007,Donald Trump,VA,1,4704,7035,0.668656716,Donald Trump
Amite County,28005,Donald Trump,MS,1,4282,7033,0.608844021,Donald Trump
Hempstead County,5057,Donald Trump,AR,1,4391,7031,0.624519983,Donald Trump
Rusk County,55107,Donald Trump,WI,1,4564,7029,0.649310001,Donald Trump
Robertson County,48395,Donald Trump,TX,1,4665,7010,0.665477889,Donald Trump
Bienville Parish,22013,Donald Trump,LA,1,3756,7005,0.536188437,Donald Trump
Appling County,13001,Donald Trump,GA,1,5492,7003,0.784235328,Donald Trump
Dodge County,13091,Donald Trump,GA,1,5021,6995,0.717798427,Donald Trump
Lincoln County,54043,Donald Trump,WV,1,5257,6988,0.752289639,Donald Trump
Page County,19145,Donald Trump,IA,1,4875,6968,0.699626866,Donald Trump
Bristol city,51520,Donald Trump,VA,1,4884,6966,0.701119724,Donald Trump
Calhoun County,48057,Donald Trump,TX,1,4638,6957,0.666666667,Donald Trump
Harrison County,39067,Donald Trump,OH,1,5021,6956,0.721822887,Donald Trump
Banks County,13011,Donald Trump,GA,1,6130,6946,0.882522315,Donald Trump
Burleson County,48051,Donald Trump,TX,1,5316,6945,0.765442765,Donald Trump
DeKalb County,47041,Donald Trump,TN,1,5164,6940,0.744092219,Donald Trump
Eastland County,48133,Donald Trump,TX,1,6008,6935,0.866330209,Donald Trump
Jefferson County,13163,Donald Trump,GA,1,3057,6934,0.44087107,Hillary Clinton
Madison County,51113,Donald Trump,VA,1,4418,6934,0.637150274,Donald Trump
Phillips County,5107,Donald Trump,AR,1,2443,6932,0.352423543,Hillary Clinton
Duchesne County,49013,Donald Trump,UT,1,5505,6932,0.794143104,Donald Trump
Lamar County,1075,Donald Trump,AL,1,5819,6931,0.839561391,Donald Trump
Buffalo County,55011,Donald Trump,WI,1,4049,6921,0.585031065,Donald Trump
Vermillion County,18165,Donald Trump,IN,1,4511,6913,0.652538695,Donald Trump
Grant County,5053,Donald Trump,AR,1,5160,6908,0.746960046,Donald Trump
Alamosa County,8003,Donald Trump,CO,1,3031,6897,0.439466435,Hillary Clinton
Osage County,20139,Donald Trump,KS,1,4713,6894,0.683637946,Donald Trump
Wadena County,27159,Donald Trump,MN,1,4837,6894,0.701624601,Donald Trump
Lewis County,54041,Donald Trump,WV,1,5245,6885,0.761801017,Donald Trump
Tattnall County,13267,Donald Trump,GA,1,5092,6879,0.74022387,Donald Trump
Minidoka County,16067,Donald Trump,ID,1,4887,6870,0.711353712,Donald Trump
Cross County,5037,Donald Trump,AR,1,4577,6863,0.666909515,Donald Trump
Crawford County,19047,Donald Trump,IA,1,4608,6862,0.671524337,Donald Trump
Allamakee County,19005,Donald Trump,IA,1,4072,6837,0.595582858,Donald Trump
Crawford County,26039,Donald Trump,MI,1,4354,6833,0.637201815,Donald Trump
Madison County,5087,Donald Trump,AR,1,4917,6829,0.720017572,Donald Trump
Haywood County,47075,Donald Trump,TN,1,3010,6824,0.44109027,Hillary Clinton
DeWitt County,48123,Donald Trump,TX,1,5510,6822,0.807681032,Donald Trump
Moniteau County,29135,Donald Trump,MO,1,5344,6808,0.784958872,Donald Trump
Socorro County,35053,Donald Trump,NM,1,2592,6792,0.381625442,Hillary Clinton
Lake County,46079,Donald Trump,SD,1,4038,6786,0.59504863,Donald Trump
Marion County,5089,Donald Trump,AR,1,5077,6778,0.749041015,Donald Trump
Dent County,29065,Donald Trump,MO,1,5599,6778,0.826054883,Donald Trump
Pamlico County,37137,Donald Trump,NC,1,4225,6772,0.623892499,Donald Trump
Beadle County,46005,Donald Trump,SD,1,4455,6772,0.657855877,Donald Trump
Grundy County,19075,Donald Trump,IA,1,4516,6766,0.667454922,Donald Trump
Clay County,21051,Donald Trump,KY,1,5861,6765,0.866371027,Donald Trump
Franklin County,5047,Donald Trump,AR,1,5034,6764,0.744234181,Donald Trump
Trigg County,21221,Donald Trump,KY,1,4928,6745,0.730615271,Donald Trump
Fulton County,42057,Donald Trump,PA,1,5676,6743,0.841761827,Donald Trump
Towns County,13281,Donald Trump,GA,1,5377,6726,0.799435028,Donald Trump
Nottoway County,51135,Donald Trump,VA,1,3712,6717,0.552627661,Donald Trump
Las Animas County,8071,Donald Trump,CO,1,3656,6693,0.546242343,Donald Trump
Rockcastle County,21203,Donald Trump,KY,1,5609,6688,0.838666268,Donald Trump
Monroe County,39111,Donald Trump,OH,1,4781,6686,0.715076279,Donald Trump
Lowndes County,1085,Donald Trump,AL,1,1751,6676,0.262282804,Hillary Clinton
Pennington County,27113,Donald Trump,MN,1,4000,6671,0.599610253,Donald Trump
Douglas County,29067,Donald Trump,MO,1,5486,6664,0.823229292,Donald Trump
Morgan County,47129,Donald Trump,TN,1,5429,6664,0.81467587,Donald Trump
Oglethorpe County,13221,Donald Trump,GA,1,4622,6650,0.695037594,Donald Trump
Massac County,17127,Donald Trump,IL,1,4844,6633,0.730287954,Donald Trump
Lancaster County,51103,Donald Trump,VA,1,3520,6599,0.533414154,Donald Trump
Perquimans County,37143,Donald Trump,NC,1,4143,6595,0.628203184,Donald Trump
Drew County,5043,Donald Trump,AR,1,3967,6590,0.601972686,Donald Trump
Parke County,18121,Donald Trump,IN,1,4863,6576,0.739507299,Donald Trump
Clay County,1027,Donald Trump,AL,1,5230,6572,0.795800365,Donald Trump
La Salle Parish,22059,Donald Trump,LA,1,5835,6568,0.888398295,Donald Trump
Berrien County,13019,Donald Trump,GA,1,5408,6563,0.824013409,Donald Trump
Pend Oreille County,53051,Donald Trump,WA,0.75,4227,6563,0.644065214,Donald Trump
Jefferson County,30043,Donald Trump,MT,1,4099,6559,0.624942827,Donald Trump
Johnson County,47091,Donald Trump,TN,1,5400,6556,0.823672971,Donald Trump
Converse County,56009,Donald Trump,WY,1,5520,6552,0.842490842,Donald Trump
Conecuh County,1035,Donald Trump,AL,1,3413,6543,0.521626165,Donald Trump
Cleburne County,1029,Donald Trump,AL,1,5738,6532,0.878444581,Donald Trump
Lee County,48287,Donald Trump,TX,1,4996,6522,0.766022692,Donald Trump
Polk County,47139,Donald Trump,TN,1,5097,6520,0.781748466,Donald Trump
Moffat County,8081,Donald Trump,CO,1,5293,6510,0.813056836,Donald Trump
Taylor County,54091,Donald Trump,WV,1,4701,6498,0.72345337,Donald Trump
Lake County,27075,Donald Trump,MN,1,2932,6472,0.45302843,Hillary Clinton
Adair County,40001,Donald Trump,OK,1,4753,6468,0.734848485,Donald Trump
Casey County,21045,Donald Trump,KY,1,5482,6439,0.851374437,Donald Trump
Mason County,17125,Donald Trump,IL,1,4051,6433,0.629721747,Donald Trump
Humboldt County,32013,Donald Trump,NV,1,4521,6433,0.702782528,Donald Trump
Yell County,5149,Donald Trump,AR,1,4600,6423,0.716176242,Donald Trump
Menard County,17129,Donald Trump,IL,1,4230,6423,0.658570761,Donald Trump
Claiborne Parish,22027,Donald Trump,LA,1,3585,6421,0.558324249,Donald Trump
Livingston County,29117,Donald Trump,MO,1,4879,6408,0.76139201,Donald Trump
Dickenson County,51051,Donald Trump,VA,1,4932,6405,0.770023419,Donald Trump
Nantucket County,25019,Donald Trump,MA,1,1892,6404,0.29544035,Hillary Clinton
Atchison County,20005,Donald Trump,KS,1,3977,6393,0.622086657,Donald Trump
Sumter County,1119,Donald Trump,AL,1,1581,6391,0.247379127,Hillary Clinton
Randolph County,5121,Donald Trump,AR,1,4508,6378,0.706804641,Donald Trump
Winn Parish,22127,Donald Trump,LA,1,4605,6368,0.723146985,Donald Trump
Stone County,28131,Donald Trump,MS,1,4810,6368,0.755339196,Donald Trump
Hill County,30041,Donald Trump,MT,1,3446,6368,0.541143216,Donald Trump
Chickasaw County,19037,Donald Trump,IA,1,3739,6367,0.587246741,Donald Trump
Larue County,21123,Donald Trump,KY,1,4799,6367,0.753730171,Donald Trump
Pawnee County,40117,Donald Trump,OK,1,4716,6346,0.743145288,Donald Trump
Calhoun County,28013,Donald Trump,MS,1,4360,6339,0.687805648,Donald Trump
Lyon County,19119,Donald Trump,IA,1,5188,6336,0.818813131,Donald Trump
Lawrence County,28077,Donald Trump,MS,1,4072,6329,0.643387581,Donald Trump
Benton County,47005,Donald Trump,TN,1,4715,6322,0.745808289,Donald Trump
Koochiching County,27071,Donald Trump,MN,1,3569,6313,0.565341359,Donald Trump
Gonzales County,48177,Donald Trump,TX,1,4580,6304,0.726522843,Donald Trump
Pope County,27121,Donald Trump,MN,1,3793,6294,0.602637432,Donald Trump
Morgan County,39115,Donald Trump,OH,1,4315,6290,0.686009539,Donald Trump
Ford County,17053,Donald Trump,IL,1,4474,6289,0.711400859,Donald Trump
Torrance County,35057,Donald Trump,NM,1,3695,6286,0.58781419,Donald Trump
Brantley County,13025,Donald Trump,GA,1,5561,6285,0.884805091,Donald Trump
Clay County,17025,Donald Trump,IL,1,5009,6278,0.797865562,Donald Trump
Cedar County,29039,Donald Trump,MO,1,5019,6278,0.799458426,Donald Trump
Shelby County,19165,Donald Trump,IA,1,4340,6270,0.692185008,Donald Trump
Brooks County,13027,Donald Trump,GA,1,3679,6268,0.586949585,Donald Trump
Colusa County,6011,Donald Trump,CA,1,3425,6260,0.547124601,Donald Trump
Fleming County,21069,Donald Trump,KY,1,4722,6257,0.754674764,Donald Trump
York County,31185,Donald Trump,NE,1,4686,6256,0.749040921,Donald Trump
Crenshaw County,1041,Donald Trump,AL,1,4511,6252,0.721529111,Donald Trump
Dade County,13083,Donald Trump,GA,1,5047,6238,0.809073421,Donald Trump
Jefferson Davis County,28065,Donald Trump,MS,1,2466,6237,0.395382395,Hillary Clinton
Arkansas County,5001,Donald Trump,AR,1,3825,6211,0.615842859,Donald Trump
Union County,21225,Donald Trump,KY,1,4701,6211,0.75688295,Donald Trump
Moultrie County,17139,Donald Trump,IL,1,4453,6209,0.717184732,Donald Trump
Union County,47173,Donald Trump,TN,1,5024,6204,0.809800129,Donald Trump
Carbon County,56007,Donald Trump,WY,1,4409,6200,0.711129032,Donald Trump
Iron County,49021,Donald Trump,UT,0.35,4090,6197,0.659996773,Donald Trump
Bamberg County,45009,Donald Trump,SC,1,2197,6195,0.354640839,Hillary Clinton
Wetzel County,54103,Donald Trump,WV,1,4461,6191,0.720562106,Donald Trump
Cherokee County,19035,Donald Trump,IA,1,4188,6186,0.677012609,Donald Trump
Chippewa County,27023,Donald Trump,MN,1,3764,6182,0.608864445,Donald Trump
Alcona County,26001,Donald Trump,MI,1,4201,6179,0.679883476,Donald Trump
McDowell County,54047,Donald Trump,WV,1,4614,6179,0.746722771,Donald Trump
Neosho County,20133,Donald Trump,KS,1,4340,6151,0.705576329,Donald Trump
Northampton County,51131,Donald Trump,VA,1,2686,6134,0.437887186,Hillary Clinton
Kingfisher County,40073,Donald Trump,OK,1,5151,6123,0.841254287,Donald Trump
Washington County,37187,Donald Trump,NC,1,2560,6115,0.418642682,Hillary Clinton
Appanoose County,19007,Donald Trump,IA,1,4031,6096,0.661253281,Donald Trump
Wilcox County,1131,Donald Trump,AL,1,1737,6095,0.284987695,Hillary Clinton
Mackinac County,26097,Donald Trump,MI,1,3740,6088,0.614323259,Donald Trump
Calhoun County,12013,Donald Trump,FL,1,4647,6067,0.765946926,Donald Trump
Yalobusha County,28161,Donald Trump,MS,1,3366,6058,0.55562892,Donald Trump
Lawrence County,21127,Donald Trump,KY,1,4816,6042,0.797087057,Donald Trump
Lawrence County,17101,Donald Trump,IL,1,4517,6039,0.747971518,Donald Trump
